com.samsung.health.water_intake,6200039,5
start_time,amount,custom,update_time,create_time,time_offset,deviceuuid,unit_amount,comment,pkg_name,datauuid
2021-07-05 09:37:00.541,250.0,,2021-07-05 09:37:00.549,2021-07-05 09:37:00.549,UTC+0900,cg/D3WXl8C,250.0,,com.sec.android.app.shealth,b3081d27-ad3a-48fc-a314-eda5c1b56f4a,
2021-07-07 08:46:46.365,250.0,,2021-07-07 08:46:46.370,2021-07-07 08:46:46.370,UTC+0900,cg/D3WXl8C,250.0,,com.sec.android.app.shealth,ea7c335a-6453-4944-9bd4-0cb1705961e2,
2021-07-07 23:14:27.021,250.0,,2021-07-07 23:14:27.026,2021-07-07 23:14:27.026,UTC+0900,cg/D3WXl8C,250.0,,com.sec.android.app.shealth,240aeced-2516-4a55-9dd7-8f96d029b750,
2021-07-08 03:18:38.072,250.0,,2021-07-08 03:18:38.078,2021-07-08 03:18:38.078,UTC+0900,cg/D3WXl8C,250.0,,com.sec.android.app.shealth,210e6189-175c-48f8-bfa4-75e71c9678d2,
2021-07-09 11:28:45.933,250.0,,2021-07-09 11:28:46.287,2021-07-09 11:28:46.287,UTC+0900,cg/D3WXl8C,250.0,,com.sec.android.app.shealth,a5b9fbb5-b80c-4d11-a3f9-53b4ad84007b,
2021-07-10 06:00:02.184,250.0,,2021-07-10 06:00:02.192,2021-07-10 06:00:02.192,UTC+0900,cg/D3WXl8C,250.0,,com.sec.android.app.shealth,78d98277-864b-4764-b82c-2a1d3691ad23,
2021-07-11 10:32:03.361,250.0,,2021-07-11 10:32:03.367,2021-07-11 10:32:03.367,UTC+0900,cg/D3WXl8C,250.0,,com.sec.android.app.shealth,9360fbb5-018a-42b0-a953-b7b453c1da2f,
2021-07-12 13:17:14.886,250.0,,2021-07-12 13:17:15.240,2021-07-12 13:17:15.240,UTC+0900,cg/D3WXl8C,250.0,,com.sec.android.app.shealth,a94342ee-9e2b-4ada-9c96-8d212d9c00d9,
2021-07-12 13:17:18.062,250.0,,2021-07-12 13:17:18.416,2021-07-12 13:17:18.416,UTC+0900,cg/D3WXl8C,250.0,,com.sec.android.app.shealth,af810ea5-fb6c-462a-bd6d-cef46393822e,
2021-07-13 03:41:34.169,250.0,,2021-07-13 03:41:34.177,2021-07-13 03:41:34.177,UTC+0900,cg/D3WXl8C,250.0,,com.sec.android.app.shealth,48eec9b5-f0ca-4284-9641-8ddfd980cde7,
