com.samsung.health.water_intake,6196009,5
start_time,amount,custom,update_time,create_time,time_offset,deviceuuid,unit_amount,comment,pkg_name,datauuid
2021-07-03 06:56:31.597,250.0,,2021-07-03 06:56:31.611,2021-07-03 06:56:31.611,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,c9cb4704-afe3-4cb5-bfa9-2d064d51f6e3,
2021-07-07 10:14:18.846,250.0,,2021-07-07 10:14:18.853,2021-07-07 10:14:18.853,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,fbb0bc1c-7bee-4cdd-aad0-41710d017258,
2021-07-13 01:07:46.199,250.0,,2021-07-13 01:07:46.208,2021-07-13 01:07:46.208,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,b7e6d542-f6fd-4164-82f5-fd8e4357d1a8,
2021-07-11 14:59:59.998,250.0,,2021-07-13 01:07:59.322,2021-07-13 01:07:59.322,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,49dcfb8b-8c82-46d5-a10d-5818664a1bd9,
2021-07-03 06:56:32.097,250.0,,2021-07-03 06:56:32.104,2021-07-03 06:56:32.104,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,ed527672-8f90-4551-953a-7cb93197329d,
2021-07-07 10:14:19.365,250.0,,2021-07-07 10:14:19.371,2021-07-07 10:14:19.371,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,70e70ac4-bc41-4b48-b376-1d79d7638aa3,
2021-07-12 14:59:59.998,250.0,,2021-07-13 01:07:53.472,2021-07-13 01:07:53.472,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,203a3a40-b3df-416f-9335-7d13daa9fe28,
2021-07-11 14:59:59.998,250.0,,2021-07-13 01:07:59.925,2021-07-13 01:07:59.925,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,afc6f5f0-ed00-4e71-a17d-f1711c6aa3cf,
2021-07-03 06:56:32.615,250.0,,2021-07-03 06:56:32.626,2021-07-03 06:56:32.626,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,5fa6962c-201c-43db-b7fa-e555695df216,
2021-07-07 10:14:19.848,250.0,,2021-07-07 10:14:19.856,2021-07-07 10:14:19.856,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,ae818ad8-92b8-41fc-a73e-a3de9fc34b44,
2021-07-12 14:59:59.998,250.0,,2021-07-13 01:07:54.095,2021-07-13 01:07:54.095,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,47b6479b-3f6a-4c2a-9083-58516ce584ab,
2021-07-11 14:59:59.998,250.0,,2021-07-13 01:08:00.725,2021-07-13 01:08:00.725,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,6a70b4da-3e0b-4cc2-8bf2-07d807d84bf9,
2021-07-03 06:56:33.033,250.0,,2021-07-03 06:56:33.041,2021-07-03 06:56:33.041,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,2ee2ef10-58f9-41ad-8292-9504a2228a8c,
2021-07-13 01:07:44.879,250.0,,2021-07-13 01:07:44.887,2021-07-13 01:07:44.887,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,089ef954-3162-4e83-bbc8-e97f0536c52f,
2021-07-10 14:59:59.998,250.0,,2021-07-13 01:08:04.102,2021-07-13 01:08:04.102,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,73bf7d4a-3b26-4d24-ac28-45d1671ceb78,
2021-07-12 14:59:59.998,250.0,,2021-07-13 01:07:54.845,2021-07-13 01:07:54.845,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,435c7f4d-8cc1-48d7-bdbd-073f5972e1ae,
2021-07-03 06:56:33.435,250.0,,2021-07-03 06:56:33.443,2021-07-03 06:56:33.443,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,4544ab79-25cc-4f77-9c36-7a2e2eabf3df,
2021-07-10 14:59:59.998,250.0,,2021-07-13 01:08:02.015,2021-07-13 01:08:02.015,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,c17cd681-c48a-4c32-a1f5-51533d59ecb0,
2021-07-13 01:07:45.349,250.0,,2021-07-13 01:07:45.356,2021-07-13 01:07:45.356,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,49aa604a-e8f2-447f-a1ca-d3ca6ad80311,
2021-07-07 10:14:18.161,250.0,,2021-07-07 10:14:18.170,2021-07-07 10:14:18.170,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,903d936f-a4bb-42b0-b014-3bafda169fb3,
2021-07-12 14:59:59.998,250.0,,2021-07-13 01:07:55.879,2021-07-13 01:07:55.879,UTC+0900,tKM9gWo31F,250.0,,com.sec.android.app.shealth,63d6d1c9-c83e-45b0-aa07-e8eae32cc11c,
