com.samsung.health.food_intake,6196009,4
start_time,amount,custom,update_time,create_time,meal_type,name,unit,calorie,time_offset,deviceuuid,comment,pkg_name,datauuid,food_info_id
2021-07-03 02:40:27.087,1.0,,2021-07-03 02:42:35.190,2021-07-03 02:42:35.190,100001,공기밥,120001,310.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,74df7c93-6cb5-4fad-bee8-9774e72743be,42afa23d-8181-4513-894f-d9f42449a0d1,
2021-07-08 04:25:30.424,1.0,,2021-07-08 04:26:30.727,2021-07-08 04:26:30.727,100002,짜장면,120001,785.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,b7231dd7-d4fb-456b-9caf-e958b8863d7f,ed127790-a457-4a9a-a408-ddf89e4cb5dc,
2021-08-09 23:00:00.000,1.0,,2021-08-15 11:24:29.658,2021-08-15 11:24:29.658,100001,호박나물,120001,20.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,9538da60-63fb-414a-980d-b63b55610368,64aca6be-5808-4ff4-a6fa-fa1c44042bcc,
2021-07-03 02:40:27.087,1.0,,2021-07-03 02:42:35.190,2021-07-03 02:42:35.190,100001,동원참치(동원),120001,210.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,f640fb0b-33b5-4748-9d2b-fb37d4b5c443,1b02167a-03c9-4411-9b8b-fbe194f23251,
2021-07-08 04:25:30.424,1.0,,2021-07-08 04:26:30.727,2021-07-08 04:26:30.727,100002,탕수육,120001,591.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,5871afb0-6c39-4304-914c-3ab9946e5879,71ec97da-a328-4017-8542-07a4333cfc14,
2021-08-15 03:00:00.000,1.0,,2021-08-15 11:26:26.830,2021-08-15 11:26:26.830,100002,잔치국수,120001,447.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,3cc2edb3-1e90-45fc-935b-b75d63ff2a77,3e490349-d073-4c2d-8e4e-d9bec0c2556f,
2021-07-03 02:40:27.087,80.04028,,2021-07-03 02:42:35.190,2021-07-03 02:42:35.190,100001,들깨가루,120002,452.22757,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,367ad8a9-3172-4a0a-bbe5-c13886f4e083,0a837969-f8fb-4793-8847-512d1c58c87c,
2021-07-07 03:00:00.000,2.0,,2021-07-08 04:29:28.614,2021-07-08 04:29:28.614,100002,메기매운탕,120001,358.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,9cf85477-4636-4047-a30e-7af0a79922ea,686ab5cf-9166-44e3-9991-c226cb57b740,
2021-08-15 03:00:00.000,1.0,,2021-08-15 11:26:26.831,2021-08-15 11:26:26.831,100002,무우김치,120001,50.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,80000116-3322-4778-b6a4-68c61e5ea5ea,fd8aa6c5-dcc4-4370-aabd-2e6d9536d474,
2021-07-06 23:00:00.000,1.0,,2021-07-08 00:50:42.819,2021-07-08 00:50:42.819,100001,공기밥,120001,310.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,728ebe22-6c3b-4eae-83a7-e87b7f95218b,42afa23d-8181-4513-894f-d9f42449a0d1,
2021-07-07 09:00:00.000,1.0,,2021-07-08 04:30:32.452,2021-07-08 04:30:32.452,100003,설렁탕,120001,424.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,f3b16322-1dc5-4c4d-810d-64981e1f63ac,e14bb790-bc82-4441-9a4d-73681a7a2531,
2021-08-29 02:29:01.918,1.0,,2021-08-29 02:30:06.477,2021-08-29 02:30:06.477,100001,혼합 샐러드 채소,120001,9.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,45b1d562-6e3b-4861-9491-2fc20d320d93,ee993ba5-a433-42f0-89ee-c17f74a5b317,
2021-07-07 23:00:00.000,1.0,,2021-07-08 04:25:19.227,2021-07-08 04:25:19.227,100001,공기밥,120001,310.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,8c795a58-bbef-46d6-9ea3-8cbaa3dd3db9,42afa23d-8181-4513-894f-d9f42449a0d1,
2021-08-09 23:00:00.000,1.0,,2021-08-15 11:24:29.657,2021-08-15 11:24:29.657,100001,공기밥,120001,310.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,f0275942-c6dd-4de9-abff-c0e34d84fd76,42afa23d-8181-4513-894f-d9f42449a0d1,
2021-07-07 23:00:00.000,1.0,,2021-07-08 04:25:19.227,2021-07-08 04:25:19.227,100001,두부부침,120001,95.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,3e6be2be-e984-491a-b6f8-64dd29b2a470,449934b1-5d67-4f73-9003-5410a035e16d,
2021-08-09 23:00:00.000,1.0,,2021-08-15 11:24:29.657,2021-08-15 11:24:29.657,100001,된장찌개,120001,171.0,UTC+0900,Jxx4Glzrrb,,com.sec.android.app.shealth,e3d32035-eb72-4cfe-b698-add75d6006b5,4d874037-4553-4389-8e06-c99831c9cc4b,
