Date,Min. HR (daily),Max. HR (daily),Avg. HR (daily),Number of samples (daily),Avg. day HR,Max. HR (day),Min. HR (day),Number of samples (day),Avg. night HR,Max. HR (night),Min. HR (night),Number of samples (night)
2021-10-08 ,65.0,100.0,71.18,28,68.83,100.0,65.0,18,75.4,100.0,66.0,10
2021-10-09 ,66.0,93.0,77.55,31,77.44,93.0,66.0,18,77.69,90.0,66.0,13
2021-10-10 ,65.0,107.0,79.23,35,74.45,107.0,65.0,20,85.6,107.0,65.0,15
2021-10-11 ,65.0,91.0,78.89,38,76.81,91.0,65.0,21,81.47,91.0,65.0,17
2021-10-12 ,67.0,101.0,82.03,29,78.75,101.0,67.0,20,89.33,101.0,67.0,9
2021-10-13 ,65.0,92.0,74.32,41,71.1,92.0,65.0,21,77.7,92.0,65.0,20
2021-10-14 ,65.0,92.0,77.91,35,75.32,92.0,65.0,19,81.0,92.0,65.0,16
2021-10-15 ,69.0,103.0,79.26,34,74.83,103.0,69.0,18,84.25,103.0,69.0,16
2021-10-16 ,69.0,93.0,78.16,37,77.53,93.0,69.0,19,78.83,93.0,69.0,18
2021-10-17 ,69.0,93.0,79.17,36,77.35,93.0,69.0,20,81.44,93.0,69.0,16
2021-10-18 ,73.0,99.0,83.71,34,81.05,99.0,73.0,19,87.07,99.0,73.0,15
2021-10-19 ,73.0,122.0,86.93,30,82.06,122.0,73.0,18,94.25,119.0,73.0,12
2021-10-20 ,73.0,101.0,82.76,37,81.04,101.0,73.0,23,85.57,101.0,76.0,14
2021-10-21 ,73.0,102.0,85.94,34,82.39,101.0,73.0,18,89.94,102.0,73.0,16
2021-10-22 ,73.0,106.0,89.42,31,87.94,106.0,73.0,18,91.46,104.0,73.0,13
2021-10-23 ,74.0,103.0,88.24,38,83.29,103.0,74.0,21,94.35,103.0,74.0,17
2021-10-24 ,74.0,120.0,101.38,32,97.05,120.0,74.0,20,108.58,118.0,74.0,12
2021-10-25 ,79.0,93.0,84.6,15,84.1,89.0,80.0,10,85.6,93.0,79.0,5
2021-10-26 ,73.0,97.0,83.5,38,80.52,97.0,73.0,23,88.07,97.0,74.0,15
2021-10-27 ,74.0,113.0,91.17,36,89.52,113.0,74.0,21,93.47,107.0,74.0,15
2021-10-28 ,68.0,99.0,81.26,38,77.38,99.0,68.0,21,86.06,99.0,68.0,17
2021-10-29 ,68.0,108.0,87.41,34,82.7,108.0,68.0,20,94.14,108.0,68.0,14
2021-10-30 ,71.0,100.0,82.77,31,79.15,100.0,71.0,20,89.36,100.0,71.0,11
2021-10-31 ,71.0,101.0,89.03,34,87.05,101.0,71.0,21,92.23,101.0,71.0,13
2021-11-01 ,79.0,107.0,90.92,36,90.5,107.0,79.0,22,91.57,101.0,79.0,14
2021-11-02 ,80.0,103.0,92.47,38,91.04,103.0,80.0,23,94.67,103.0,80.0,15
2021-11-03 ,82.0,124.0,94.07,30,90.69,124.0,82.0,16,97.93,124.0,82.0,14
2021-11-04 ,86.0,112.0,95.23,30,92.76,112.0,86.0,17,98.46,112.0,86.0,13
2021-11-05 ,73.0,110.0,93.63,35,87.14,110.0,73.0,21,103.36,110.0,73.0,14
2021-11-06 ,72.0,115.0,89.29,38,91.47,115.0,72.0,19,87.11,115.0,72.0,19
2021-11-07 ,78.0,109.0,91.54,37,93.81,109.0,78.0,21,88.56,109.0,78.0,16
2021-11-08 ,81.0,109.0,88.0,38,88.15,109.0,81.0,20,87.83,109.0,81.0,18
2021-11-09 ,77.0,99.0,84.76,34,82.24,99.0,77.0,21,88.85,99.0,78.0,13
2021-11-10 ,78.0,97.0,87.44,27,86.71,95.0,78.0,14,88.23,97.0,78.0,13
2021-11-11 ,76.0,101.0,86.71,34,82.62,101.0,76.0,21,93.31,101.0,76.0,13
2021-11-12 ,53.0,124.0,93.36,28,90.9,124.0,53.0,21,100.71,124.0,59.0,7
2021-11-13 ,72.0,106.0,84.72,36,80.55,106.0,72.0,22,91.29,106.0,72.0,14
2021-11-14 ,72.0,104.0,87.04,25,82.62,104.0,72.0,16,94.89,104.0,72.0,9
2021-11-15 ,76.0,114.0,97.44,39,100.5,114.0,76.0,22,93.47,108.0,76.0,17
2021-11-16 ,68.0,118.0,83.28,39,73.62,118.0,68.0,24,98.73,118.0,68.0,15
2021-11-17 ,68.0,110.0,89.1,39,83.5,110.0,68.0,22,96.35,110.0,68.0,17
2021-11-18 ,76.0,101.0,91.71,35,92.89,101.0,76.0,19,90.31,101.0,76.0,16
2021-11-19 ,87.0,104.0,92.0,37,90.14,102.0,87.0,22,94.73,104.0,88.0,15
2021-11-20 ,79.0,104.0,88.14,36,87.91,104.0,79.0,22,88.5,104.0,79.0,14
2021-11-21 ,77.0,96.0,84.12,41,81.64,96.0,77.0,22,87.0,96.0,77.0,19
2021-11-22 ,72.0,94.0,83.47,38,80.19,94.0,72.0,21,87.53,94.0,72.0,17
2021-11-23 ,72.0,96.0,83.53,36,82.42,96.0,72.0,19,84.76,96.0,72.0,17
2021-11-24 ,77.0,92.0,81.78,41,80.7,92.0,77.0,20,82.81,92.0,77.0,21
2021-11-25 ,75.0,99.0,84.41,37,79.95,99.0,75.0,20,89.65,99.0,75.0,17
2021-11-26 ,72.0,96.0,80.43,37,77.45,96.0,72.0,20,83.94,96.0,72.0,17
2021-11-27 ,71.0,100.0,81.69,35,76.62,100.0,71.0,21,89.29,100.0,72.0,14
2021-11-28 ,71.0,101.0,83.61,28,83.0,101.0,71.0,15,84.31,96.0,71.0,13
2021-11-29 ,74.0,105.0,89.12,34,87.33,105.0,74.0,21,92.0,99.0,74.0,13
2021-11-30 ,76.0,101.0,86.95,39,83.7,101.0,76.0,20,90.37,101.0,76.0,19
2021-12-01 ,76.0,121.0,90.83,12,87.0,121.0,76.0,1,91.18,121.0,76.0,11
2021-12-08 ,70.0,117.0,82.54,24,80.24,117.0,70.0,21,98.67,117.0,70.0,3
2021-12-09 ,65.0,93.0,75.36,36,73.57,93.0,66.0,21,77.87,93.0,65.0,15
2021-12-10 ,65.0,89.0,77.56,36,75.76,89.0,65.0,21,80.07,88.0,65.0,15
2021-12-11 ,69.0,91.0,78.74,39,75.17,91.0,69.0,23,83.88,91.0,69.0,16
2021-12-12 ,69.0,93.0,81.95,39,82.81,93.0,69.0,21,80.94,93.0,69.0,18
2021-12-13 ,74.0,97.0,82.05,40,79.41,97.0,74.0,22,85.28,97.0,74.0,18
2021-12-14 ,73.0,109.0,84.77,39,80.43,109.0,74.0,21,89.83,109.0,73.0,18
2021-12-15 ,73.0,106.0,83.62,37,80.77,106.0,73.0,22,87.8,106.0,73.0,15
2021-12-16 ,75.0,96.0,82.67,39,81.21,96.0,75.0,19,84.05,96.0,75.0,20
2021-12-17 ,75.0,101.0,88.04,23,85.08,101.0,75.0,12,91.27,101.0,75.0,11
