com.samsung.shealth.stress,6201005,7
start_time,custom,binning_data,tag_id,update_time,create_time,max,min,score,algorithm,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
2021-10-11 07:37:03.000,,,10000,2021-10-11 07:37:03.000,2021-10-11 07:37:03.000,45.0,0.0,45.0,1,UTC+0900,/77eTAHyDe,,com.sec.android.app.shealth,2021-10-11 07:37:03.000,eccb9d1e-9bad-d03c-b79d-fafcbb6d55f0,
2021-10-22 10:28:16.000,,,10000,2021-10-22 10:28:16.000,2021-10-22 10:28:16.000,99.0,0.0,93.0,1,UTC+0900,/77eTAHyDe,,com.sec.android.app.shealth,2021-10-22 10:28:16.000,34177fb2-4224-21f4-ee7d-848cb5f39007,
2021-10-22 10:27:30.000,,,10000,2021-10-22 10:27:30.000,2021-10-22 10:27:30.000,99.0,0.0,99.0,1,UTC+0900,/77eTAHyDe,,com.sec.android.app.shealth,2021-10-22 10:27:30.000,32560e15-704d-0f8e-f90d-7a0c71dccc85,
2021-10-03 11:31:22.000,,,10000,2021-10-03 11:31:22.000,2021-10-03 11:31:22.000,53.0,0.0,53.0,1,UTC+0900,/77eTAHyDe,,com.sec.android.app.shealth,2021-10-03 11:31:22.000,29e1b574-2145-333e-ebb6-0961d5173ed6,
2021-08-26 12:31:30.000,,,10000,2021-08-26 12:31:30.000,2021-08-26 12:31:30.000,67.0,0.0,67.0,1,UTC+0900,/77eTAHyDe,,com.sec.android.app.shealth,2021-08-26 12:31:30.000,05f22413-04aa-b948-b2c2-197366b50a15,
2021-11-05 08:26:14.000,,,10000,2021-11-05 08:26:14.000,2021-11-05 08:26:14.000,98.0,0.0,98.0,1,UTC+0900,/77eTAHyDe,,com.sec.android.app.shealth,2021-11-05 08:26:14.000,5306fff6-4586-bac0-2774-11465b8d80f2,
2021-10-25 22:05:59.000,,,10000,2021-10-25 22:05:59.000,2021-10-25 22:05:59.000,68.0,0.0,68.0,1,UTC+0900,/77eTAHyDe,,com.sec.android.app.shealth,2021-10-25 22:05:59.000,ea1c6b59-8e83-ccad-be21-a825cb459897,
2021-11-18 13:00:00.000,,08599a3c-4f43-b47c-92e9-d16ae06ee589.binning_data.json,10011,2021-11-18 13:59:58.000,2021-11-18 13:48:58.000,62.0,0.0,44.0,1,UTC+0900,/77eTAHyDe,,com.sec.android.app.shealth,2021-11-18 13:59:58.000,08599a3c-4f43-b47c-92e9-d16ae06ee589,
2021-11-18 10:00:00.000,,e76491a3-4431-1f03-c9b6-e2c13801f2c3.binning_data.json,10011,2021-11-18 10:59:58.000,2021-11-18 10:43:58.000,99.0,0.0,79.0,1,UTC+0900,/77eTAHyDe,,com.sec.android.app.shealth,2021-11-18 10:59:58.000,e76491a3-4431-1f03-c9b6-e2c13801f2c3,
2021-11-18 11:00:00.000,,694d40c9-b30e-5b1f-29f8-d9c19895c0e2.binning_data.json,10011,2021-11-18 11:43:58.000,2021-11-18 11:04:58.000,40.0,0.0,0.0,1,UTC+0900,/77eTAHyDe,,com.sec.android.app.shealth,2021-11-18 11:43:58.000,694d40c9-b30e-5b1f-29f8-d9c19895c0e2,
