com.samsung.shealth.rewards,6196009,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,,,,,2021-12-11 22:00:09.667,2021-08-25 03:06:55.947,,,LAST_SLEEP_CHECKING_TIME,,,Hx51+uDVw3,com.sec.android.app.shealth,Sleep.Goal.Temp,2021-12-11 15:00:00.000,02e26223-96a3-4cc1-af7d-fd1ed0b5365c,-10000,
1205,,0,,090b66cd-0681-5dec-221c-7e4e6ee7f137,2021-09-06 04:43:49.873,2021-09-06 04:43:49.873,,,1205,UTC+0900,1316.2045,Hx51+uDVw3,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-09-06 04:43:45.000,c20545d9-0082-4027-a277-6de1aefc33a1,1,
,2021-09-13 15:00:00.000,,2599999,,2021-09-19 15:00:04.102,2021-09-14 15:56:17.553,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6663}",Hx51+uDVw3,com.sec.android.app.shealth,tracker.pedometer,2021-09-13 15:00:00.000,4d76fa31-3d64-4b60-9a5c-3b9a98dad348,1,
,2021-08-27 15:00:00.000,,100003,,2021-09-20 03:51:08.124,2021-08-28 10:15:02.182,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":8790}",Hx51+uDVw3,com.sec.android.app.shealth,tracker.pedometer,2021-08-27 15:00:00.000,1c802ca3-d342-4fc4-a23c-b38999ee0699,1,
,2021-10-09 15:00:00.000,,100003,,2021-10-26 00:55:05.929,2021-10-10 08:55:17.307,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":8608}",Hx51+uDVw3,com.sec.android.app.shealth,tracker.pedometer,2021-10-09 15:00:00.000,c969cbff-76c6-4b79-aa59-512e8148b6b1,1,
,2021-09-06 15:00:00.000,,100003,,2021-10-03 11:28:43.921,2021-09-07 12:29:05.301,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6030}",Hx51+uDVw3,com.sec.android.app.shealth,tracker.pedometer,2021-09-06 15:00:00.000,aea133e7-4c70-4186-b476-ac216ff3a694,1,
1203,,0,,090b66cd-0681-5dec-221c-7e4e6ee7f137,2021-09-06 04:43:49.862,2021-09-06 04:43:49.862,,,1203,UTC+0900,19835000,Hx51+uDVw3,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-09-06 04:43:45.000,2fa16241-f33d-4c41-beb8-3729f97eac6f,1,
1205,,0,,5920a653-1ac0-e3eb-8846-10c102d282ed,2021-09-06 04:43:49.847,2021-09-04 03:33:15.575,,,1205,UTC+0900,35.897633,Hx51+uDVw3,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-09-04 03:33:13.000,0b7371d4-93e8-4beb-b4b3-270612319fd0,0,
1203,,0,,5920a653-1ac0-e3eb-8846-10c102d282ed,2021-09-06 04:43:49.833,2021-09-04 03:33:15.554,,,1203,UTC+0900,542000,Hx51+uDVw3,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-09-04 03:33:13.000,e7e81e1e-4d9b-434f-b38a-086fd0672fc9,0,
,2021-08-27 15:00:00.000,,10009,,2021-09-02 15:00:01.548,2021-08-28 15:00:00.943,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":7380}",Hx51+uDVw3,com.sec.android.app.shealth,tracker.pedometer,2021-08-27 15:00:00.000,94eb470c-1526-4242-9528-a6d522840bc2,1,
,2021-10-18 15:00:00.000,,100003,,2021-11-12 12:27:03.834,2021-10-19 21:41:40.208,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":10891}",Hx51+uDVw3,com.sec.android.app.shealth,tracker.pedometer,2021-10-18 15:00:00.000,7059a08f-1f4b-4b0d-81f2-dcf06f033325,1,
1203,,1001,,b2a8baa5-3e32-c368-ca2e-b496ac009fa1,2021-09-12 07:53:09.067,2021-09-12 07:53:09.067,,,1203,UTC+0900,122000,Hx51+uDVw3,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-09-12 07:53:07.000,b131936c-4753-47cf-bfc6-1928032b16b0,1,
