com.samsung.health.food_intake,6170019,4
start_time,amount,custom,update_time,create_time,meal_type,name,unit,calorie,time_offset,deviceuuid,comment,pkg_name,datauuid,food_info_id
2021-07-02 23:00:00.000,1.0,,2021-07-03 03:02:05.854,2021-07-03 03:02:05.854,100001,계란후라이,120001,89.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,1dbca955-feb2-4cba-af22-fbfd2e98ab51,69d2985e-f275-418e-80ec-aeb15763a906,
2021-07-08 02:52:55.459,1.0,,2021-07-08 02:53:47.066,2021-07-08 02:53:47.066,100001,잡곡밥,120001,340.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,6017a67b-2507-44ea-8ea7-249d5cba82b5,59d0f725-85c7-4273-b907-bba796a8a049,
2021-07-02 23:00:00.000,1.0,,2021-07-03 03:02:05.855,2021-07-03 03:02:05.855,100001,밥,120001,300.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,fbbcc759-14dd-434c-b35b-faae5033ab30,78470c9c-85e5-481a-a71a-2cc7bdadee59,
2021-07-08 02:58:55.659,1.0,,2021-07-08 02:59:15.342,2021-07-08 02:59:15.342,100002,아욱국,120001,210.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,16abb0df-0f3b-46f0-9fd4-2b49715f17fb,a7a59830-d1b7-4095-8f1c-92baf2ab75a1,
2021-07-08 02:52:55.459,1.0,,2021-07-08 02:53:47.067,2021-07-08 02:53:47.067,100001,육개장,120001,165.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,d9af5891-4572-4e9a-bce5-c30aee982100,26b51da9-0366-4100-8851-7aa20851eab1,
2021-07-08 12:07:43.083,6.0,,2021-07-08 12:09:46.615,2021-07-08 12:09:05.911,100006,자두,120001,144.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,5c308dbf-bbde-4de6-bbe9-5a1167908f12,56c99715-d974-4807-a1c8-843a748fd391,
2021-07-08 02:58:55.659,1.0,,2021-07-08 02:59:15.343,2021-07-08 02:59:15.343,100002,남도떡갈비구이*새싹,120001,215.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,b93b5d78-8452-4bc0-a55e-dc00c0297dfc,da8000c4-b7d9-4c4a-bf5d-108b49ee2362,
2021-07-13 05:10:12.142,1.0,,2021-07-13 05:16:53.498,2021-07-13 05:16:53.498,100002,투움바파스타,120001,215.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,981dc6e4-58b2-4e07-899f-009a970ba09e,d1c8d27a-c5f4-4775-a5d2-3add279b39c4,
2021-07-13 05:10:12.142,1.0,,2021-07-13 05:16:53.496,2021-07-13 05:16:53.496,100002,미니갈릭야채볶음밥,120001,347.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,14468c1e-4e31-4479-b8c3-f2f28e7c008f,de2711b2-99eb-4003-ba77-6af83ff3e4ca,
2021-07-06 23:00:00.000,1.0,,2021-07-07 10:02:25.024,2021-07-07 10:02:25.024,100001,잡곡밥,120001,340.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,ff232e19-8826-429c-a47c-1ac91c7e533e,59d0f725-85c7-4273-b907-bba796a8a049,
2021-07-14 05:35:25.567,1.0,,2021-07-14 05:40:12.855,2021-07-14 05:40:12.855,100002,알타리김치,120001,20.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,af86115b-e091-4442-897a-0062ce738b0f,bf751eca-754c-48df-a742-e26da4f50874,
2021-07-19 02:53:17.587,1.0,,2021-07-19 02:57:30.859,2021-07-19 02:57:30.859,100001,무말랭이무침,120001,78.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,f90a60e0-cada-43f5-af46-d5c196f22ad6,46060e7d-d002-4947-83ad-0eccd5c28a40,
2021-07-13 05:10:12.142,1.0,,2021-07-13 05:16:53.498,2021-07-13 05:16:53.498,100002,그린샐러드*유자D,120001,25.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,38c19ee6-56b1-4840-93ff-557fa0bdbf92,7819ddea-9726-4a5d-8850-8f76e6f94ae2,
2021-07-08 02:58:55.659,1.0,,2021-07-08 02:59:15.340,2021-07-08 02:59:15.340,100002,참치생야채비빔밥,120001,345.0,UTC+0900,V57RQzDK0T,,com.sec.android.app.shealth,f09f33d1-964c-4da2-9680-2f810f708b12,c3dcb7d6-dbee-41ad-a280-bb9c02b5b38c,
