com.samsung.shealth.sleep_data,6170019,4
start_time,update_time,create_time,sleep_uuid,sleep_status,time_offset,deviceuuid,comment,pkg_name,json_version,datauuid
2021-10-18 11:28:02.000,2021-10-18 12:45:58.000,2021-10-18 12:48:51.339,00000000-0000-0000-0000-000024505685,c7c9875e-c9e4-19b5-e20e-77e486150d91.sleep_status.json,UTC+0900,tpJmGFksb1,,com.sec.android.app.shealth,0,c7c9875e-c9e4-19b5-e20e-77e486150d91,
