com.samsung.shealth.rewards,6170019,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2021-07-06 02:25:35.630,,,,2021-07-07 09:14:00.613,2021-07-06 02:25:35.663,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":304,""mValue2"":60}",V57RQzDK0T,com.sec.android.app.shealth,goal.activity,2021-07-06 02:25:35.630,4730189c-373f-49b4-bc24-babfd78a3504,0,
,2021-07-05 08:34:09.173,,,,2021-07-06 02:25:35.650,2021-07-05 08:34:09.220,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":65,""mValue2"":60}",V57RQzDK0T,com.sec.android.app.shealth,goal.activity,2021-07-05 08:34:09.173,28a2421f-b5fa-435c-bd09-22ad504b48c8,0,
,2021-07-07 15:00:00.000,,100003,,2021-07-30 17:12:29.164,2021-07-08 08:41:42.026,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6755}",V57RQzDK0T,com.sec.android.app.shealth,tracker.pedometer,2021-07-07 15:00:00.000,3cb5c025-2a93-47ed-97c9-e6d43afd625d,1,
,2021-07-08 05:51:12.417,,,,2021-07-20 09:28:02.733,2021-07-08 05:51:12.444,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",V57RQzDK0T,com.sec.android.app.shealth,goal.activity,2021-07-08 05:51:12.417,2add48d7-4dba-49c9-aed6-df2ae2433c5e,0,
,2021-07-23 07:57:02.518,,,,2021-07-29 05:41:49.200,2021-07-23 07:57:02.549,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":70,""mValue2"":60}",V57RQzDK0T,com.sec.android.app.shealth,goal.activity,2021-07-23 07:57:02.518,ca96a3bf-ecfc-4fbe-8bd7-97616f03c121,0,
,,,,,2021-10-10 21:13:40.945,2021-07-04 01:50:59.550,,,LAST_SLEEP_CHECKING_TIME,,,V57RQzDK0T,com.sec.android.app.shealth,Sleep.Goal.Temp,2021-10-10 15:00:00.000,7d87df23-0728-41ed-8032-4ea663aa286e,-10000,
,2021-07-21 15:00:00.000,,2599999,,2021-07-27 15:00:50.485,2021-07-22 15:00:02.921,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6098}",V57RQzDK0T,com.sec.android.app.shealth,tracker.pedometer,2021-07-21 15:00:00.000,009254c8-3d77-4077-b76a-f51361f376c4,1,
,2021-08-04 15:00:00.000,,100003,,2021-08-31 09:57:54.295,2021-08-05 08:51:55.017,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6198}",V57RQzDK0T,com.sec.android.app.shealth,tracker.pedometer,2021-08-04 15:00:00.000,40dd6bad-58d9-4ea9-9e12-3b2d00fd1504,1,
,2021-08-05 08:31:40.717,,,,2021-08-11 08:19:03.626,2021-08-05 08:31:40.782,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":66,""mValue2"":60}",V57RQzDK0T,com.sec.android.app.shealth,goal.activity,2021-08-05 08:31:40.717,70689f25-b104-4e62-8ae0-959d1ce00243,0,
,2021-08-15 15:00:00.000,,100003,,2021-09-04 13:03:48.271,2021-08-16 03:37:03.330,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":10842}",V57RQzDK0T,com.sec.android.app.shealth,tracker.pedometer,2021-08-15 15:00:00.000,b96eb31d-f6c8-461f-b174-02e36322cbb4,1,
,2021-07-07 09:14:00.562,,,,2021-07-08 05:51:12.442,2021-07-07 09:14:00.615,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":70,""mValue2"":60}",V57RQzDK0T,com.sec.android.app.shealth,goal.activity,2021-07-07 09:14:00.562,cf16e596-4e01-47a9-aed7-6264bc00a273,0,
,2021-07-21 15:00:00.000,,100003,,2021-08-13 22:44:49.958,2021-07-22 08:15:18.400,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6401}",V57RQzDK0T,com.sec.android.app.shealth,tracker.pedometer,2021-07-21 15:00:00.000,b9006d63-417a-4ca5-887c-51ef26abeb3d,1,
,2021-08-16 03:27:02.358,,,,2021-08-20 17:11:58.333,2021-08-16 03:27:02.484,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":115,""mValue2"":60}",V57RQzDK0T,com.sec.android.app.shealth,goal.activity,2021-08-16 03:27:02.358,11e56c7a-4198-4fbf-b14a-583d6336680e,0,
,2021-07-28 15:00:00.000,,100003,,2021-08-20 17:11:59.333,2021-07-29 08:31:07.164,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6272}",V57RQzDK0T,com.sec.android.app.shealth,tracker.pedometer,2021-07-28 15:00:00.000,ccbf9aa3-b665-4179-9ad9-5006131bd195,1,
,2021-08-26 14:59:59.999,,,,2021-08-28 02:23:11.639,2021-08-28 02:23:11.401,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":true,""mValue"":86,""mValue2"":60}",V57RQzDK0T,com.sec.android.app.shealth,goal.activity,2021-08-26 14:59:59.999,ea87384c-33ee-4f46-a964-abec5f14b1cb,0,
,2021-08-12 15:00:00.000,,100003,,2021-09-04 13:03:48.472,2021-08-13 09:30:03.809,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6049}",V57RQzDK0T,com.sec.android.app.shealth,tracker.pedometer,2021-08-12 15:00:00.000,25243284-0d2f-4940-9c31-b8810d5ab5f9,1,
,2021-09-01 15:00:00.000,,100003,,2021-09-02 14:57:29.477,2021-09-02 12:25:40.183,,,tracker_pedometer_reward_most_walking_day,UTC+0900,"{""mTarget"":-1,""mValue"":13015}",V57RQzDK0T,com.sec.android.app.shealth,tracker.pedometer,2021-09-01 15:00:00.000,5e0f2d47-5852-4bbc-9bee-6aa5e2e71dd5,1,
,2021-08-17 14:59:59.999,,,,2021-08-28 02:23:11.391,2021-08-20 17:11:58.348,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":true,""mValue"":60,""mValue2"":60}",V57RQzDK0T,com.sec.android.app.shealth,goal.activity,2021-08-17 14:59:59.999,a0fe67d6-5a8b-4151-a03e-9710bd042b98,0,
,2021-08-25 15:00:00.000,,100003,,2021-09-17 17:07:15.988,2021-08-28 02:23:10.004,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":8227}",V57RQzDK0T,com.sec.android.app.shealth,tracker.pedometer,2021-08-25 15:00:00.000,05ca9627-b7ca-40cb-9254-86dee45a71af,1,
,2021-09-07 15:00:00.000,,2599999,,2021-09-13 15:00:19.688,2021-09-08 15:00:03.883,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6475}",V57RQzDK0T,com.sec.android.app.shealth,tracker.pedometer,2021-09-07 15:00:00.000,32ce7be1-17e9-4e23-b4a9-90ed53652763,1,
,2021-09-02 05:24:03.796,,,,2021-09-04 13:03:50.667,2021-09-02 05:24:03.842,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":133,""mValue2"":60}",V57RQzDK0T,com.sec.android.app.shealth,goal.activity,2021-09-02 05:24:03.796,e45a33d7-f38b-4c6e-847b-852be0dd7bcd,0,
,2021-09-01 15:00:00.000,,100003,,2021-09-17 17:07:15.309,2021-09-02 05:37:03.461,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":13015}",V57RQzDK0T,com.sec.android.app.shealth,tracker.pedometer,2021-09-01 15:00:00.000,2e35a26d-49a7-4bce-ab63-4ae6e353a1bf,1,
