com.samsung.shealth.exercise,6170019,11
live_data_internal,mission_value,subset_data,total_calorie,completion_status,pace_info_id,pace_live_data,sensing_status,source_type,mission_type,tracking_status,program_id,reward_status,heart_rate_sample_count,mission_extra_value,program_schedule_id,heart_rate_deviceuuid,location_data_internal,additional_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.additional,com.samsung.health.exercise.mean_caloricburn_rate,com.samsung.health.exercise.location_data,com.samsung.health.exercise.start_time,com.samsung.health.exercise.exercise_type,com.samsung.health.exercise.custom,com.samsung.health.exercise.max_altitude,com.samsung.health.exercise.incline_distance,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.count_type,com.samsung.health.exercise.mean_rpm,com.samsung.health.exercise.min_altitude,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.update_time,com.samsung.health.exercise.create_time,com.samsung.health.exercise.max_power,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.count,com.samsung.health.exercise.distance,com.samsung.health.exercise.max_caloricburn_rate,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.decline_distance,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.time_offset,com.samsung.health.exercise.deviceuuid,com.samsung.health.exercise.max_rpm,com.samsung.health.exercise.comment,com.samsung.health.exercise.live_data,com.samsung.health.exercise.mean_power,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.pkg_name,com.samsung.health.exercise.altitude_gain,com.samsung.health.exercise.altitude_loss,com.samsung.health.exercise.exercise_custom_type,com.samsung.health.exercise.end_time,com.samsung.health.exercise.datauuid
8a311caa-8a67-01e4-1390-2cc65314bcf7.live_data_internal.json,,,,,,,,4,,,,,,,,,,,1155000,,,,2021-07-06 00:37:40.000,0,,0.0,,0.0,,,0.0,0.0,2021-07-06 00:56:55.000,2021-07-06 00:56:55.000,,,,,,,,80.93,,,,UTC+0900,tpJmGFksb1,,,8a311caa-8a67-01e4-1390-2cc65314bcf7.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2021-07-06 00:56:55.000,8a311caa-8a67-01e4-1390-2cc65314bcf7,
2387e108-57ce-640b-87c9-ed87528b2fcd.live_data_internal.json,,,,,,,,4,,,,,,,,,,,1209000,,,,2021-07-05 01:13:01.000,0,,0.0,,0.0,,,0.0,0.0,2021-07-05 01:33:10.000,2021-07-05 01:33:10.000,,,,,,,,85.22,,,,UTC+0900,tpJmGFksb1,,,2387e108-57ce-640b-87c9-ed87528b2fcd.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2021-07-05 01:33:10.000,2387e108-57ce-640b-87c9-ed87528b2fcd,
1ae5cfce-1f32-7c48-fa2a-a145a42635f4.live_data_internal.json,,,,,,,,4,,,,,,,,,,,864000,,,,2021-07-06 01:55:57.000,0,,0.0,,0.0,,,0.0,0.0,2021-07-06 02:10:21.000,2021-07-06 02:10:21.000,,,,,,,,57.5,,,,UTC+0900,tpJmGFksb1,,,1ae5cfce-1f32-7c48-fa2a-a145a42635f4.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2021-07-06 02:10:21.000,1ae5cfce-1f32-7c48-fa2a-a145a42635f4,
869b1884-eab0-597a-5c41-7d06c42059db.live_data_internal.json,,,,,,,,1,,,,1,,,,,,,13572000,869b1884-eab0-597a-5c41-7d06c42059db.com.samsung.health.exercise.additional.json,,,2021-07-06 07:37:50.000,14001,,,,81.0,,,,117.0,2021-07-06 11:24:07.006,2021-07-06 11:24:02.000,,0.41666666,,63.0,,25.0,,652.07,,,,UTC+0900,tpJmGFksb1,,,869b1884-eab0-597a-5c41-7d06c42059db.com.samsung.health.exercise.live_data.json,,0.0018274854,com.sec.android.app.shealth,,,,2021-07-06 11:24:02.000,869b1884-eab0-597a-5c41-7d06c42059db,
,,,,1,,,,4,0,0,,,,,,,,,839515,,,,2021-08-27 04:02:00.000,1001,,,,,30001,,,,2021-08-27 04:21:57.655,2021-08-27 04:21:57.655,,1.4807796,,,1423,1084.1069,,49.915787,,,,UTC+0900,V57RQzDK0T,,,4b50ce2f-25dc-4cee-af42-aab94a1f70c6.com.samsung.health.exercise.live_data.json,,1.291349,com.sec.android.app.shealth,,,,2021-08-27 04:16:00.000,4b50ce2f-25dc-4cee-af42-aab94a1f70c6,
,,,,1,,,,4,0,0,,,,,,,,,759858,,,,2021-08-26 04:04:00.000,1001,,,,,30001,,,,2021-08-26 04:23:47.828,2021-08-26 04:23:47.828,,1.4210355,,,1184,898.1763,,41.617424,,,,UTC+0900,V57RQzDK0T,,,b2f5d084-bcf8-427b-ac12-cdb0aa925db1.com.samsung.health.exercise.live_data.json,,1.1820318,com.sec.android.app.shealth,,,,2021-08-26 04:16:40.000,b2f5d084-bcf8-427b-ac12-cdb0aa925db1,
,,,,1,,,,4,0,0,,,,,,,,,757579,,,,2021-09-16 04:05:00.000,1001,,,,,30001,,,,2021-09-16 04:30:35.131,2021-09-16 04:30:35.131,,1.51769,,,1345,1031.8818,,47.06555,,,,UTC+0900,V57RQzDK0T,,,419bcc6f-4afe-4ac4-8d94-7e2338690f7c.com.samsung.health.exercise.live_data.json,,1.3620782,com.sec.android.app.shealth,,,,2021-09-16 04:17:38.000,419bcc6f-4afe-4ac4-8d94-7e2338690f7c,
caa36bce-d41f-57e2-8641-35f21403595e.live_data_internal.json,,,,,,,,4,,,,,,,,,,,3378000,,,,2021-10-17 01:24:59.000,0,,0.0,,0.0,,,0.0,0.0,2021-10-17 02:21:17.000,2021-10-17 02:21:17.000,,,,,,,,259.78,,,,UTC+0900,tpJmGFksb1,,,caa36bce-d41f-57e2-8641-35f21403595e.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2021-10-17 02:21:17.000,caa36bce-d41f-57e2-8641-35f21403595e,
cb7cd483-5491-6e47-1606-fc6220ae4d5a.live_data_internal.json,,,,,,,,4,,,,,,,,,,,1334000,,,,2021-10-17 00:01:54.000,0,,0.0,,0.0,,,0.0,0.0,2021-10-17 00:24:08.000,2021-10-17 00:24:08.000,,,,,,,,86.97,,,,UTC+0900,tpJmGFksb1,,,cb7cd483-5491-6e47-1606-fc6220ae4d5a.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2021-10-17 00:24:08.000,cb7cd483-5491-6e47-1606-fc6220ae4d5a,
dbf116a4-35d6-f4ec-2ff4-5662ba61b1ca.live_data_internal.json,,,,,,,,4,,,,,,,,,,,1294000,,,,2021-10-16 07:02:39.000,0,,0.0,,0.0,,,0.0,0.0,2021-10-16 07:24:13.000,2021-10-16 07:24:13.000,,,,,,,,87.5,,,,UTC+0900,tpJmGFksb1,,,dbf116a4-35d6-f4ec-2ff4-5662ba61b1ca.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2021-10-16 07:24:13.000,dbf116a4-35d6-f4ec-2ff4-5662ba61b1ca,
