com.samsung.shealth.rewards,6195017,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,,,,,2021-12-06 21:52:05.062,2021-07-13 08:12:10.975,,,LAST_SLEEP_CHECKING_TIME,,,LIGCfGG+ec,com.sec.android.app.shealth,Sleep.Goal.Temp,2021-12-06 15:00:00.000,9007d75f-e50b-4f76-a94f-41ff4169d233,-10000,
,2021-07-14 10:36:49.497,,,,2021-08-14 10:21:15.441,2021-07-14 10:36:49.542,,,goal_activity_reward_most_active_day,UTC+0900,"{""mIsCompleted"":false,""mValue"":90,""mValue2"":0}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-07-14 10:36:49.497,db228234-2f63-49f4-a74c-dbdc2d779755,0,
0,2021-07-13 00:00:00.000,,,,2021-07-13 12:26:30.345,2021-07-13 12:26:09.427,,,goal_nutrition_perfect_score,UTC+0900,95,LIGCfGG+ec,com.sec.android.app.shealth,goal.nutrition,2021-07-13 12:26:09.389,b2d04802-bd57-42eb-8b4c-83fb5146b3f1,1,
,2021-07-22 09:23:02.970,,,,2021-07-23 09:05:02.982,2021-07-22 09:23:03.063,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":78,""mValue2"":60}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-07-22 09:23:02.970,b601f193-ea96-4eee-bcb5-daf1044be2c9,0,
,2021-07-13 15:00:00.000,,10009,,2021-07-19 18:03:44.397,2021-07-14 15:00:01.805,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6287}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-07-13 15:00:00.000,e10de585-db90-408b-8e65-a613be712db6,1,
,2021-08-01 06:38:01.157,,,,2021-08-03 09:14:48.897,2021-08-01 06:38:01.223,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":83,""mValue2"":60}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-08-01 06:38:01.157,d7f49630-9ff3-4902-adee-9210f653898f,0,
0,2021-07-13 00:00:00.000,,,,2021-07-14 08:28:37.503,2021-07-13 12:26:09.573,,,goal_nutrition_goal_achieved,UTC+0900,"1739.0,1639.0",LIGCfGG+ec,com.sec.android.app.shealth,goal.nutrition,2021-07-13 00:00:00.000,e70b8b72-d3fe-44b1-ba8c-cb9982b7bc95,1,
,2021-08-07 15:00:00.000,,100003,,2021-09-04 03:20:38.534,2021-08-08 11:06:20.251,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6227}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-08-07 15:00:00.000,70cad5f9-6b05-4484-8623-279684092ce8,1,
,2021-08-13 15:00:00.000,,100003,,2021-09-04 03:20:37.111,2021-08-14 10:58:05.113,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6679}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-08-13 15:00:00.000,b2ee212a-ce6f-435f-af76-87e0a762c196,1,
,2021-07-21 15:00:00.000,,100003,,2021-08-03 09:15:38.086,2021-07-22 09:45:49.526,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":7416}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-07-21 15:00:00.000,7d9bc835-3371-4db3-b66d-59870d5c361b,1,
,2021-07-13 15:00:00.000,,2599999,,2021-07-19 18:03:46.049,2021-07-14 15:00:03.095,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6464}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-07-13 15:00:00.000,08b78aa5-f267-4f34-ae10-bc9221c3e52f,1,
,2021-08-20 09:06:40.956,,,,2021-08-26 06:00:03.509,2021-08-20 09:06:41.084,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-08-20 09:06:40.956,f74d417d-2924-4619-9a4a-13438017d2f5,0,
,2021-07-31 15:00:00.000,,100003,,2021-08-28 12:24:33.363,2021-08-01 09:09:29.233,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6862}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-07-31 15:00:00.000,2d815cf1-57c4-454c-98f3-9a86ee1a2793,1,
,2021-08-29 09:53:55.614,,,,2021-08-30 04:09:04.436,2021-08-29 09:53:55.656,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":65,""mValue2"":60}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-08-29 09:53:55.614,6dff2354-fbf2-44c4-99a7-82adc9cc6416,0,
,2021-08-13 08:26:02.024,,,,2021-08-14 06:08:48.990,2021-08-13 08:26:02.085,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":87,""mValue2"":60}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-08-13 08:26:02.024,9bee3e12-2f39-4edb-8b57-6f0ae9c17dc0,0,
,2021-07-23 09:05:02.941,,,,2021-08-01 06:38:01.206,2021-07-23 09:05:03.023,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":90,""mValue2"":60}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-07-23 09:05:02.941,d2bab1ea-e77a-483c-8611-0734eb555dd6,0,
,2021-08-13 15:00:00.000,,2599999,,2021-08-19 15:00:17.469,2021-08-14 15:01:02.888,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6600}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-08-13 15:00:00.000,2b22c6ba-53f0-4fdd-b0f3-3e0584917ef1,1,
,2021-08-03 09:14:48.887,,,,2021-08-08 10:37:49.397,2021-08-03 09:14:48.900,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":64,""mValue2"":60}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-08-03 09:14:48.887,7dbe76ef-fcd2-4a64-85de-131e6e6ac1e0,0,
,2021-09-02 08:33:04.062,,,,2021-09-03 07:19:00.746,2021-09-02 08:33:04.095,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":66,""mValue2"":60}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-09-02 08:33:04.062,3f9d009d-7eb0-4606-a68f-f5f1e08decea,0,
,2021-07-14 04:29:03.822,,,,2021-07-16 10:12:32.242,2021-07-14 04:29:03.874,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":90,""mValue2"":60}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-07-14 04:29:03.822,1f943af7-afc1-4e2e-ba9e-576e21a31f14,0,
,2021-07-13 15:00:00.000,,100003,,2021-08-03 09:15:39.207,2021-07-14 05:46:03.518,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":8294}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-07-13 15:00:00.000,bc1038b0-8c2e-46b8-8bec-9758d3ddff18,1,
,2021-09-03 15:00:00.000,,100003,,2021-09-15 02:25:16.637,2021-09-04 10:00:28.056,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":7264}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-09-03 15:00:00.000,e47aec6e-8aed-4b83-a6b7-340809110b09,1,
,2021-08-19 15:00:00.000,,100003,,2021-09-15 02:25:20.683,2021-08-20 09:39:04.157,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6482}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-08-19 15:00:00.000,79b80752-c98b-4068-8b16-f366091815d8,1,
,2021-07-16 10:12:32.187,,,,2021-07-18 03:39:03.980,2021-07-16 10:12:32.250,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":70,""mValue2"":60}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-07-16 10:12:32.187,736cb892-7e67-494a-9b06-9ed43c1d2d56,0,
,2021-07-15 15:00:00.000,,100003,,2021-08-03 09:15:38.863,2021-07-16 10:38:37.149,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6506}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-07-15 15:00:00.000,938ffd10-31d4-4e24-b6cf-1e2527c50fc8,1,
,2021-08-28 15:00:00.000,,100003,,2021-09-15 02:25:17.880,2021-08-29 10:31:03.742,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6107}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-08-28 15:00:00.000,bff5421f-d43a-4c73-a1a7-640d75419f89,1,
,2021-07-22 15:00:00.000,,100003,,2021-08-03 09:15:37.957,2021-07-23 09:53:04.191,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":8393}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-07-22 15:00:00.000,d1fd1c0c-142c-4300-bac4-b09bfdd4fc3b,1,
,2021-09-10 04:39:07.628,,,,2021-09-11 06:45:58.847,2021-09-10 04:39:07.644,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":104,""mValue2"":60}",LIGCfGG+ec,com.sec.android.app.shealth,goal.activity,2021-09-10 04:39:07.628,a368c41c-41d5-47a9-9dbf-239d377c73da,0,
,2021-07-22 15:00:00.000,,10009,,2021-07-28 16:48:50.499,2021-07-23 15:11:26.334,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6071}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-07-22 15:00:00.000,affa2b82-625f-4142-ba3a-f5395dac5dc0,1,
,2021-08-02 15:00:00.000,,100003,,2021-08-28 12:24:33.141,2021-08-03 09:14:49.534,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6250}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-08-02 15:00:00.000,77b2a0cc-9723-4e36-b4bd-b10b6e0b3530,1,
,2021-08-12 15:00:00.000,,100003,,2021-09-04 03:20:37.884,2021-08-13 08:35:51.496,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":8204}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-08-12 15:00:00.000,a22edc1e-c33a-4e3e-b2e8-4ed8df8c65cb,1,
,2021-09-01 15:00:00.000,,100003,,2021-09-15 02:25:16.956,2021-09-02 08:42:04.330,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6293}",LIGCfGG+ec,com.sec.android.app.shealth,tracker.pedometer,2021-09-01 15:00:00.000,1e9bd1ef-b9e0-4811-abc6-7dc5bf37acb5,1,
