,Date,Step Count,Speed (m/s),Distance,Greater than 10K steps,Avg. mental recovery,Avg. sleep efficiency,Avg. sleep score,Total sleep time,Nap duration,Starting sleep time(night),Ending sleep time(night),Number of times woken up during sleep,Sleep during night,Total night sleep,Min. HR (daily),Max. HR (daily),Avg. HR (daily),Number of samples (daily),Avg. day HR,Max. HR (day),Min. HR (day),Number of samples (day),Avg. night HR,Max. HR (night),Min. HR (night),Number of samples (night)
44,2021-08-29 ,3587.0,0.94,2823.55,No,50.0,93.37,50.0,5 hours 2 min,3 hours 48 min,21:12:16,22:10:16,14.0,Yes,1 hours 14 min,40.0,80.0,45.67,15.0,41.89,47.0,40.0,9,51.33,80.0,40.0,6
45,2021-08-30 ,10233.0,1.23,7887.76,Yes,80.0,90.94,78.0,7 hours 26 min,5 hours 52 min,21:17:14,22:28:14,14.0,Yes,1 hours 34 min,40.0,92.0,49.27,22.0,46.4,92.0,40.0,15,55.43,81.0,40.0,7
46,2021-08-31 ,5740.0,0.81,4402.14,No,79.0,92.79,56.0,3 hours 41 min,1 hours 16 min,21:15:55,23:56:55,12.0,Yes,2 hours 25 min,40.0,115.0,64.66,29.0,67.67,115.0,40.0,15,61.43,115.0,40.0,14
47,2021-09-01 ,7550.0,1.3,6042.36,No,73.0,90.05,67.0,5 hours 19 min,2 hours 55 min,00:18:55,22:59:27,13.0,Yes,2 hours 24 min,40.0,89.0,50.21,24.0,50.2,89.0,40.0,15,50.22,85.0,40.0,9
48,2021-09-02 ,6807.0,1.72,5470.61,No,,,,,,,,,,,40.0,93.0,63.17,6.0, , , , ,63.17,93.0,40.0,6
49,2021-09-03 ,27279.0,1.24,21303.25,Yes,74.0,94.53,66.0,5 hours 8 min,3 hours 54 min,21:10:07,23:20:07,12.0,Yes,1 hours 14 min,41.0,110.0,58.55,29.0,54.0,110.0,42.0,17,65.0,110.0,41.0,12
50,2021-09-04 ,15146.0,1.71,12366.06,Yes,,,,,,,,,,,41.0,150.0,92.62,8.0, , , , ,92.62,150.0,41.0,8
51,2021-09-05 ,10551.0,1.44,8416.94,Yes,64.94,90.66,64.81,7 hours 18 min,5 hours 44 min,21:10:10,23:18:38,18.0,Yes,1 hours 34 min,40.0,72.0,45.41,22.0,44.76,52.0,40.0,17,47.6,72.0,40.0,5
52,2021-09-06 ,8605.0,1.53,6817.96,No,,,,,,,,,,,40.0,88.0,80.67,3.0, , , , ,80.67,88.0,40.0,3
53,2021-09-07 ,12630.0,1.45,9984.1,Yes,,,,,,,,,,,51.0,95.0,69.2,5.0,62.0,95.0,51.0,2,74.0,95.0,51.0,3
54,2021-09-08 ,1546.0,0.55,1181.06,No,70.0,91.26,49.0,4 hours 42 min,2 hours 33 min,21:02:07,23:39:07,16.0,Yes,2 hours 9 min,41.0,97.0,55.71,24.0,44.4,50.0,41.0,10,63.79,97.0,41.0,14
55,2021-09-09 ,13921.0,1.51,10954.02,Yes,70.0,91.75,54.0,5 hours 59 min,3 hours 34 min,21:00:54,23:17:54,12.0,Yes,2 hours 25 min,40.0,95.0,51.41,27.0,48.5,95.0,41.0,16,55.64,95.0,40.0,11
56,2021-09-10 ,19920.0,1.39,15604.16,Yes,70.0,91.22,57.0,4 hours 0 min,2 hours 43 min,21:05:10,22:06:10,11.0,Yes,1 hours 17 min,40.0,94.0,53.19,26.0,47.94,94.0,40.0,16,61.6,88.0,40.0,10
57,2021-09-11 ,7652.0,1.61,6022.27,No,70.0,65.22,31.0,1 hours 23 min,0 hours 0 min,02:23:24,03:46:24,1.0,Yes,1 hours 23 min,40.0,113.0,75.67,12.0, , , , ,75.67,113.0,40.0,12
58,2021-09-12 ,4277.0,1.33,3310.24,No,82.0,89.91,74.0,5 hours 3 min,2 hours 25 min,21:03:50,23:32:50,10.0,Yes,2 hours 38 min,40.0,106.0,52.38,26.0,50.0,106.0,41.0,17,56.89,106.0,40.0,9
59,2021-09-13 ,2871.0,0.47,2224.55,No,72.0,93.24,69.0,5 hours 41 min,3 hours 48 min,21:12:04,22:42:04,9.0,Yes,1 hours 53 min,40.0,106.0,54.83,23.0,54.62,106.0,40.0,16,55.29,93.0,40.0,7
60,2021-09-14 ,1551.0,0.4,1181.73,No,67.69,88.08,56.35,3 hours 41 min,1 hours 52 min,21:00:56,23:57:54,9.0,Yes,1 hours 49 min,41.0,126.0,58.75,32.0,55.5,126.0,41.0,16,62.0,126.0,41.0,16
61,2021-09-15 ,16022.0,1.21,12526.36,Yes,82.0,86.04,74.0,6 hours 35 min,4 hours 55 min,00:00:54,22:21:50,8.0,Yes,1 hours 40 min,41.0,103.0,57.63,30.0,51.68,103.0,41.0,19,67.91,96.0,41.0,11
149,2021-09-16 ,,,,,,,,,,,,,,,41.0,78.0,67.33,3.0, , , , ,67.33,78.0,41.0,3
62,2021-09-17 ,24371.0,1.44,19260.53,Yes,,,,,,,,,,,52.0,71.0,58.64,14.0,54.0,71.0,52.0,1,59.0,71.0,52.0,13
63,2021-09-18 ,32925.0,1.34,26055.4,Yes,74.0,89.09,74.0,6 hours 58 min,4 hours 52 min,21:00:04,23:04:04,15.0,Yes,2 hours 6 min,40.0,90.0,53.79,28.0,50.25,90.0,40.0,16,58.5,90.0,40.0,12
64,2021-09-19 ,10783.0,0.94,8458.35,Yes,,,,,,,,,,,40.0,103.0,88.6,5.0,96.0,103.0,40.0,1,86.75,103.0,40.0,4
65,2021-09-20 ,3370.0,1.15,2769.52,No,70.0,89.9,54.0,7 hours 32 min,5 hours 41 min,21:04:16,22:50:16,13.0,Yes,1 hours 51 min,41.0,57.0,44.19,16.0,44.5,57.0,41.0,12,43.25,57.0,41.0,4
66,2021-09-21 ,683.0,2.01,605.93,No,80.0,88.49,73.0,7 hours 18 min,4 hours 39 min,21:18:08,23:30:08,13.0,Yes,2 hours 39 min,40.0,102.0,45.38,21.0,43.07,102.0,40.0,14,50.0,102.0,40.0,7
67,2021-09-22 ,1511.0,0.59,1163.26,No,75.0,89.85,67.0,4 hours 24 min,2 hours 59 min,21:06:05,22:20:05,12.0,Yes,1 hours 25 min,40.0,101.0,53.67,18.0,49.31,101.0,40.0,13,65.0,101.0,40.0,5
68,2021-09-23 ,9885.0,1.2,7739.53,No,,,,,,,,,,,43.0,104.0,64.82,11.0,78.75,104.0,43.0,4,56.86,89.0,43.0,7
69,2021-09-24 ,18297.0,1.47,14450.86,Yes,,,,,,,,,,,55.0,116.0,79.67,9.0,74.0,116.0,55.0,1,80.38,116.0,55.0,8
70,2021-09-25 ,8882.0,1.54,7000.2,No,,,,,,,,,,,54.0,114.0,80.33,6.0, , , , ,80.33,114.0,54.0,6
71,2021-09-26 ,9430.0,1.15,7543.06,No,74.0,90.48,59.0,3 hours 19 min,2 hours 42 min,21:00:17,22:08:17,11.0,Yes,0 hours 37 min,41.0,113.0,57.24,25.0,53.38,113.0,43.0,16,64.11,113.0,41.0,9
72,2021-09-27 ,5970.0,1.49,4771.68,No,,,,,,,,,,,41.0,105.0,81.62,8.0, , , , ,81.62,105.0,41.0,8
73,2021-09-28 ,685.0,0.67,524.8,No,,,,,,,,,,,,,,,,,,,,,,
74,2021-09-29 ,5194.0,1.47,4137.9,No,,,,,,,,,,,55.0,104.0,73.8,5.0, , , , ,73.8,104.0,55.0,5
75,2021-09-30 ,23938.0,1.4,19096.55,Yes,70.0,87.82,50.0,5 hours 9 min,4 hours 11 min,21:10:41,22:21:41,11.0,Yes,0 hours 58 min,40.0,112.0,60.73,26.0,47.71,112.0,41.0,14,75.92,112.0,40.0,12
76,2021-10-01 ,14969.0,1.3,11758.25,Yes,83.0,90.36,68.0,5 hours 23 min,3 hours 55 min,21:02:14,22:18:14,13.0,Yes,1 hours 28 min,40.0,118.0,57.42,26.0,48.33,118.0,40.0,15,69.82,118.0,40.0,11
77,2021-10-02 ,6490.0,0.73,4956.09,No,,,,,,,,,,,40.0,113.0,72.87,15.0,58.0,113.0,40.0,4,78.27,113.0,40.0,11
78,2021-10-03 ,4896.0,1.48,3786.73,No,,,,,,,,,,,52.0,107.0,79.33,3.0, , , , ,79.33,107.0,52.0,3
79,2021-10-04 ,11510.0,1.52,9116.66,Yes,70.0,92.42,49.0,5 hours 24 min,4 hours 37 min,21:09:32,21:41:32,14.0,Yes,0 hours 47 min,40.0,105.0,48.06,18.0,42.36,105.0,40.0,14,68.0,105.0,40.0,4
80,2021-10-05 ,50.0,0.33,39.62,No,74.5,88.45,52.79,7 hours 8 min,4 hours 51 min,21:00:31,23:57:36,17.0,Yes,2 hours 17 min,40.0,51.0,45.05,21.0,44.47,51.0,40.0,15,46.5,51.0,41.0,6
81,2021-10-06 ,864.0,0.43,663.5,No,,,,0 hours 2 min,0 hours 0 min,00:00:36,00:02:36,0.0,Yes,0 hours 2 min,41.0,107.0,66.8,5.0, , , , ,66.8,107.0,41.0,5
82,2021-10-07 ,2742.0,0.93,2194.21,No,75.0,92.01,78.0,4 hours 59 min,3 hours 56 min,21:00:17,21:58:17,12.0,Yes,1 hours 3 min,40.0,103.0,57.73,26.0,51.18,103.0,40.0,17,70.11,103.0,40.0,9
83,2021-10-08 ,1154.0,0.75,896.0,No,,,,,,,,,,,40.0,86.0,58.5,4.0, , , , ,58.5,86.0,40.0,4
84,2021-10-09 ,17642.0,1.51,14301.28,Yes,74.0,90.95,74.0,5 hours 38 min,3 hours 7 min,21:13:34,23:56:34,12.0,Yes,2 hours 31 min,43.0,181.0,65.23,26.0,60.56,181.0,44.0,16,72.7,181.0,43.0,10
85,2021-10-10 ,245.0,0.44,185.07,No,,,,0 hours 7 min,0 hours 0 min,00:14:34,00:21:34,0.0,Yes,0 hours 7 min,43.0,72.0,43.0,1.0, , , , ,43.0,72.0,43.0,1
86,2021-10-11 ,6014.0,1.16,4757.7,No,,,,,,,,,,,72.0,72.0,72.0,1.0, , , , ,72.0,72.0,72.0,1
87,2021-10-12 ,5999.0,1.48,4789.51,No,75.7,91.67,68.36,6 hours 47 min,4 hours 21 min,21:01:45,23:38:45,20.0,Yes,2 hours 26 min,41.0,106.0,60.42,33.0,45.36,106.0,41.0,14,71.53,106.0,41.0,19
88,2021-10-13 ,749.0,1.6,611.25,No,87.0,92.87,62.0,4 hours 25 min,1 hours 56 min,00:04:45,23:59:12,14.0,Yes,2 hours 29 min,41.0,104.0,55.04,25.0,50.5,104.0,41.0,12,59.23,104.0,41.0,13
89,2021-10-14 ,1044.0,0.63,822.56,No,,,,0 hours 4 min,0 hours 0 min,00:00:12,00:04:12,0.0,Yes,0 hours 4 min,42.0,99.0,73.33,6.0, , , , ,73.33,99.0,42.0,6
90,2021-10-15 ,18865.0,1.33,14658.4,Yes,76.78,90.08,58.42,6 hours 11 min,2 hours 51 min,05:37:45,23:57:46,19.0,Yes,3 hours 20 min,42.0,118.0,56.8,30.0,54.4,118.0,43.0,15,59.2,100.0,42.0,15
91,2021-10-16 ,1389.0,0.55,1088.72,No,,,,7 hours 53 min,6 hours 2 min,00:05:46,22:26:27,15.0,Yes,1 hours 50 min,41.0,92.0,55.16,25.0,57.5,92.0,41.0,20,45.8,90.0,41.0,5
92,2021-10-17 ,1163.0,0.46,885.91,No,75.0,99.29,64.0,2 hours 10 min,2 hours 10 min,,,4.0,No,0 hours 0 min,41.0,90.0,53.4,5.0,53.4,90.0,41.0,5, , , , 
93,2021-10-18 ,43.0,1.49,35.47,No,80.0,91.57,71.0,6 hours 43 min,5 hours 7 min,21:01:12,23:56:12,19.0,Yes,1 hours 36 min,40.0,103.0,59.62,32.0,50.53,103.0,41.0,17,69.93,103.0,40.0,15
94,2021-10-19 ,9999.0,0.93,7750.03,No,77.0,92.33,62.0,5 hours 35 min,5 hours 1 min,21:07:28,21:33:28,14.0,Yes,0 hours 34 min,40.0,96.0,50.79,19.0,49.38,96.0,40.0,16,58.33,91.0,40.0,3
95,2021-10-20 ,14656.0,0.92,11117.39,Yes,73.0,92.25,56.0,5 hours 0 min,4 hours 20 min,21:16:17,21:37:17,10.0,Yes,0 hours 40 min,40.0,105.0,56.73,22.0,46.58,105.0,40.0,12,68.9,105.0,40.0,10
96,2021-10-21 ,6799.0,0.86,5108.2,No,,,,,,,,,,,41.0,86.0,74.67,6.0, , , , ,74.67,86.0,41.0,6
97,2021-10-22 ,17814.0,1.49,14385.53,Yes,,,,,,,,,,,50.0,107.0,80.5,8.0, , , , ,80.5,107.0,50.0,8
98,2021-10-23 ,14847.0,1.62,12051.19,Yes,75.0,90.57,76.0,6 hours 39 min,3 hours 58 min,21:00:11,23:18:11,16.0,Yes,2 hours 41 min,41.0,104.0,53.15,26.0,49.86,104.0,43.0,14,57.0,104.0,41.0,12
99,2021-10-24 ,4517.0,0.88,3469.56,No,,,,,,,,,,,41.0,103.0,90.83,6.0, , , , ,90.83,103.0,41.0,6
100,2021-10-25 ,26390.0,1.4,20754.2,Yes,75.0,87.05,82.0,7 hours 7 min,5 hours 48 min,21:00:36,22:10:36,9.0,Yes,1 hours 19 min,41.0,103.0,55.67,24.0,52.07,103.0,41.0,14,60.7,103.0,41.0,10
101,2021-10-26 ,6116.0,1.56,4859.45,No,73.0,82.83,51.0,1 hours 20 min,0 hours 0 min,01:48:34,03:08:34,2.0,Yes,1 hours 20 min,41.0,77.0,56.5,4.0, , , , ,56.5,77.0,41.0,4
102,2021-10-27 ,11702.0,1.28,9022.32,Yes,,,,,,,,,,,53.0,95.0,70.8,10.0, , , , ,70.8,95.0,53.0,10
103,2021-10-28 ,14444.0,1.38,11309.02,Yes,,,,,,,,,,,50.0,95.0,77.67,6.0, , , , ,77.67,95.0,50.0,6
104,2021-10-29 ,27228.0,1.39,21541.71,Yes,78.26,90.08,66.51,8 hours 17 min,4 hours 24 min,04:39:41,23:58:40,20.0,Yes,3 hours 53 min,40.0,106.0,53.1,30.0,47.81,106.0,40.0,16,59.14,100.0,40.0,14
105,2021-10-30 ,3056.0,1.0,2419.32,No,83.0,88.27,74.0,21 hours 41 min,5 hours 25 min,00:01:40,22:39:55,17.0,Yes,16 hours 16 min,40.0,95.0,46.55,20.0,48.2,95.0,40.0,15,41.6,62.0,40.0,5
106,2021-10-31 ,2393.0,0.69,1814.04,No,,,,,,,,,,,40.0,61.0,56.25,4.0, , , , ,56.25,61.0,40.0,4
107,2021-11-01 ,12110.0,1.38,9505.06,Yes,,,,,,,,,,,50.0,68.0,56.88,8.0, , , , ,56.88,68.0,50.0,8
108,2021-11-02 ,17811.0,1.3,13805.3,Yes,74.86,91.18,61.73,6 hours 31 min,4 hours 48 min,21:06:42,23:20:38,15.0,Yes,1 hours 43 min,40.0,114.0,55.32,25.0,47.46,114.0,40.0,13,63.83,114.0,40.0,12
109,2021-11-03 ,13380.0,1.42,10546.68,Yes,79.0,90.77,73.0,6 hours 36 min,5 hours 0 min,00:07:38,22:52:42,13.0,Yes,1 hours 36 min,40.0,107.0,54.12,25.0,48.81,107.0,40.0,16,63.56,107.0,40.0,9
110,2021-11-04 ,476.0,0.43,360.87,No,,,,,,,,,,,40.0,104.0,81.8,5.0, , , , ,81.8,104.0,40.0,5
111,2021-11-05 ,18608.0,1.42,14569.82,Yes,87.0,92.43,84.0,6 hours 38 min,4 hours 56 min,21:06:06,23:17:06,14.0,Yes,1 hours 42 min,41.0,131.0,59.53,30.0,46.75,131.0,41.0,16,74.14,131.0,41.0,14
112,2021-11-07 ,4754.0,1.17,3789.43,No,78.48,90.71,54.13,6 hours 42 min,4 hours 33 min,21:11:20,23:53:20,17.0,Yes,2 hours 9 min,40.0,130.0,49.48,25.0,50.95,130.0,40.0,19,44.83,58.0,40.0,6
113,2021-11-08 ,20500.0,1.37,16171.32,Yes,76.26,93.22,51.75,2 hours 48 min,2 hours 48 min,,,8.0,No,0 hours 0 min,40.0,145.0,58.39,18.0,48.46,89.0,40.0,13,84.2,145.0,40.0,5
114,2021-11-09 ,5544.0,1.58,4452.1,No,70.0,90.08,50.0,9 hours 43 min,6 hours 45 min,21:04:02,23:48:03,18.0,Yes,2 hours 58 min,40.0,145.0,55.47,32.0,47.94,145.0,40.0,17,64.0,145.0,40.0,15
115,2021-11-10 ,49.0,1.98,40.36,No,70.0,91.84,54.0,6 hours 46 min,4 hours 31 min,21:00:26,23:45:26,15.0,Yes,2 hours 15 min,40.0,78.0,41.95,20.0,42.5,78.0,40.0,14,40.67,46.0,40.0,6
116,2021-11-11 ,116.0,1.55,92.94,No,78.0,91.29,56.0,4 hours 40 min,3 hours 4 min,21:00:07,22:35:07,11.0,Yes,1 hours 36 min,40.0,84.0,46.06,17.0,46.62,84.0,40.0,13,44.25,84.0,40.0,4
117,2021-11-12 ,9358.0,1.39,7625.19,No,,,,5 hours 11 min,3 hours 38 min,21:05:31,23:43:31,13.0,Yes,1 hours 33 min,40.0,107.0,61.26,34.0,50.0,107.0,40.0,18,73.94,107.0,40.0,16
118,2021-11-13 ,962.0,0.61,747.44,No,80.0,93.94,71.0,6 hours 31 min,3 hours 46 min,21:14:59,23:30:59,11.0,Yes,2 hours 45 min,40.0,88.0,46.21,19.0,48.54,88.0,40.0,13,41.17,88.0,40.0,6
119,2021-11-14 ,583.0,0.44,447.95,No,75.0,90.02,70.0,6 hours 49 min,4 hours 58 min,21:18:36,23:09:36,13.0,Yes,1 hours 51 min,40.0,104.0,52.29,31.0,45.18,104.0,40.0,17,60.93,104.0,40.0,14
120,2021-11-15 ,4628.0,1.32,3820.45,No,76.0,85.9,51.0,9 hours 23 min,6 hours 40 min,21:08:06,23:36:06,18.0,Yes,2 hours 43 min,40.0,97.0,50.12,25.0,43.36,97.0,40.0,14,58.73,97.0,40.0,11
121,2021-11-16 ,6489.0,1.28,5154.67,No,,,,,,,,,,,40.0,101.0,85.0,3.0, , , , ,85.0,101.0,40.0,3
122,2021-11-17 ,21261.0,1.47,17076.49,Yes,,,,,,,,,,,52.0,108.0,79.38,8.0, , , , ,79.38,108.0,52.0,8
123,2021-11-18 ,64.0,1.67,52.99,No,,,,,,,,,,,,,,,,,,,,,,
124,2021-11-19 ,8850.0,1.15,6952.45,No,74.0,87.32,66.0,5 hours 3 min,4 hours 14 min,21:02:31,21:42:31,10.0,Yes,0 hours 49 min,41.0,103.0,51.38,13.0,48.22,85.0,41.0,9,58.5,103.0,41.0,4
125,2021-11-20 ,2235.0,1.5,1782.84,No,,,,,,,,,,,,,,,,,,,,,,
126,2021-11-21 ,9306.0,1.01,7200.99,No,73.28,88.37,54.08,7 hours 12 min,5 hours 10 min,21:37:48,23:39:48,17.0,Yes,2 hours 2 min,40.0,135.0,63.04,25.0,50.0,103.0,40.0,13,77.17,135.0,40.0,12
127,2021-11-22 ,7414.0,1.47,5744.63,No,83.11,91.86,51.48,4 hours 32 min,3 hours 28 min,00:15:48,23:55:34,14.0,Yes,1 hours 4 min,40.0,135.0,60.38,24.0,47.82,98.0,40.0,11,71.0,135.0,40.0,13
