com.samsung.shealth.sleep,6200039,5
original_efficiency,mental_recovery,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,has_sleep_data,combined_id,data_version,physical_recovery,original_wake_up_time,movement_awakening,original_bed_time,quality,extra_data,sleep_cycle,efficiency,sleep_score,sleep_duration,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,87.0,0,104,2,3,18,387,80,0,0,2,0,,1,66.0,,7.0,,,00000000-0000-0000-0000-00002f4f4ebb.extra_data.json,4,94.85861,78,389,2021-07-13 16:32:00.000,,2021-07-13 23:03:06.324,2021-07-13 23:00:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 23:00:00.000,00000000-0000-0000-0000-00002f4f4ebb,
,70.0,0,169,0,0,28,494,0,0,7,1,0,,1,84.0,,7.0,,,00000000-0000-0000-0000-00000b82ec6c.extra_data.json,0,93.96378,59,495,2021-07-18 14:28:00.000,,2021-07-19 04:37:00.401,2021-07-18 22:43:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-18 22:43:00.000,00000000-0000-0000-0000-00000b82ec6c,
,70.0,0,0,0,0,13,108,0,0,3,2,0,,1,11.0,,15.0,,,00000000-0000-0000-0000-00001446e2d3.extra_data.json,0,84.95575,34,110,2021-07-23 18:32:00.000,,2021-07-24 03:26:14.297,2021-07-23 20:21:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-23 20:21:00.000,00000000-0000-0000-0000-00001446e2d3,
,58.0,10,15,17,12,39,319,88,1,9,3,0,,1,41.0,,34.0,,,00000000-0000-0000-0000-000042d568e4.extra_data.json,2,87.65432,53,322,2021-08-05 13:32:00.000,,2021-08-06 00:21:03.704,2021-08-05 18:53:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-08-05 18:53:00.000,00000000-0000-0000-0000-000042d568e4,
,91.0,2,44,0,4,34,503,69,0,6,0,0,,1,60.0,,8.0,,,00000000-0000-0000-0000-00007a3b94f2.extra_data.json,5,93.05556,81,503,2021-07-14 14:38:00.000,,2021-07-14 23:20:58.291,2021-07-14 23:01:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-14 23:01:00.000,00000000-0000-0000-0000-00007a3b94f2,
,79.0,0,14,2,1,22,318,69,0,3,0,0,,1,36.0,,11.0,,,00000000-0000-0000-0000-00004a94c808.extra_data.json,2,92.78996,56,318,2021-08-31 19:06:00.000,,2021-09-01 00:30:03.354,2021-09-01 00:24:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-09-01 00:24:00.000,00000000-0000-0000-0000-00004a94c808,
,70.0,0,35,0,0,47,568,0,0,3,1,0,,1,63.0,,9.0,,,00000000-0000-0000-0000-00002d54ad68.extra_data.json,0,91.75439,54,569,2021-09-09 13:57:00.000,,2021-09-10 00:42:03.901,2021-09-09 23:26:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-09-09 23:26:00.000,00000000-0000-0000-0000-00002d54ad68,
,74.0,43,43,30,1,36,461,413,0,8,1,0,,1,60.0,,17.0,,,00000000-0000-0000-0000-00001e49a9eb.extra_data.json,1,92.20779,76,462,2021-07-20 14:39:00.000,,2021-07-20 22:36:42.884,2021-07-20 22:21:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-20 22:21:00.000,00000000-0000-0000-0000-00001e49a9eb,
,70.0,0,88,0,0,38,489,0,0,15,0,0,,1,67.0,,11.0,,,00000000-0000-0000-0000-0000138fc752.extra_data.json,0,92.6078,56,489,2021-07-15 15:02:00.000,,2021-07-16 00:07:26.889,2021-07-15 23:11:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-15 23:11:00.000,00000000-0000-0000-0000-0000138fc752,
,70.0,0,0,0,0,16,76,0,0,14,2,0,,1,8.0,,39.0,,,00000000-0000-0000-0000-0000629194b4.extra_data.json,0,75.30865,31,78,2021-07-14 03:29:00.000,,2021-07-14 05:39:34.334,2021-07-14 04:46:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-14 04:46:00.000,00000000-0000-0000-0000-0000629194b4,
,74.0,0,21,30,1,47,418,256,0,21,0,0,,1,47.0,,28.0,,,00000000-0000-0000-0000-00003822d568.extra_data.json,1,87.5,54,418,2021-07-26 14:40:00.000,,2021-07-27 05:27:02.719,2021-07-26 21:38:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-26 21:38:00.000,00000000-0000-0000-0000-00003822d568,
,68.0,5,5,3,2,21,318,102,1,3,2,0,,1,35.0,,10.0,,,00000000-0000-0000-0000-00001a675922.extra_data.json,2,92.23602,63,320,2021-07-21 18:07:00.000,,2021-07-22 05:00:01.261,2021-07-21 23:26:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-21 23:26:00.000,00000000-0000-0000-0000-00001a675922,
,80.0,0,45,6,5,68,446,44,0,24,0,0,,1,55.0,,34.0,,,00000000-0000-0000-0000-0000331b20f9.extra_data.json,3,84.73451,62,446,2021-08-09 13:47:00.000,,2021-08-10 01:55:06.360,2021-08-09 21:13:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-08-09 21:13:00.000,00000000-0000-0000-0000-0000331b20f9,
,79.0,12,39,22,1,33,468,326,0,0,0,0,,1,57.0,,14.0,,,00000000-0000-0000-0000-00000768de6f.extra_data.json,2,92.484344,71,468,2021-07-28 14:52:00.000,,2021-07-29 03:09:01.367,2021-07-28 22:39:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-28 22:39:00.000,00000000-0000-0000-0000-00000768de6f,
,78.0,0,0,10,2,19,146,82,0,0,0,0,,1,15.0,,25.0,,,00000000-0000-0000-0000-000063c1cb1a.extra_data.json,2,86.48649,49,146,2021-08-09 21:38:00.000,,2021-08-10 01:55:06.284,2021-08-10 00:04:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-08-10 00:04:00.000,00000000-0000-0000-0000-000063c1cb1a,
,74.0,15,15,14,1,27,491,297,0,0,0,0,,1,54.0,,10.0,,,00000000-0000-0000-0000-00004cb99fa3.extra_data.json,1,94.53442,66,491,2021-09-03 15:11:00.000,,2021-09-04 01:31:49.544,2021-09-03 23:21:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-09-03 23:21:00.000,00000000-0000-0000-0000-00004cb99fa3,
,64.0,40,56,14,6,24,399,269,1,4,3,0,,1,60.0,,12.0,,,00000000-0000-0000-0000-00004f2121d4.extra_data.json,2,91.95122,70,402,2021-09-05 14:32:00.000,,2021-09-05 23:25:03.265,2021-09-05 21:13:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-09-05 21:13:00.000,00000000-0000-0000-0000-00004f2121d4,
,74.0,0,94,4,1,29,428,84,0,3,1,0,,1,65.0,,12.0,,,00000000-0000-0000-0000-00007c26e423.extra_data.json,1,93.2401,72,429,2021-07-19 15:04:00.000,,2021-07-19 22:21:23.548,2021-07-19 22:12:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-19 22:12:00.000,00000000-0000-0000-0000-00007c26e423,
,70.0,0,0,0,0,25,85,0,0,9,0,0,,1,9.0,,40.0,,,00000000-0000-0000-0000-000034148d77.extra_data.json,0,65.21739,31,85,2021-09-11 02:23:00.000,,2021-09-11 04:01:02.537,2021-09-11 03:47:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-09-11 03:47:00.000,00000000-0000-0000-0000-000034148d77,
,70.0,0,0,0,0,15,100,0,0,3,0,0,,1,10.0,,18.0,,,00000000-0000-0000-0000-00003d336043.extra_data.json,0,82.52427,34,100,2021-09-14 23:02:00.000,,2021-09-15 02:40:55.671,2021-09-15 00:42:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-09-15 00:42:00.000,00000000-0000-0000-0000-00003d336043,
,82.0,24,31,6,8,41,432,105,0,11,1,0,,1,60.0,,18.0,,,00000000-0000-0000-0000-00001a979917.extra_data.json,4,89.90826,74,433,2021-09-12 16:20:00.000,,2021-09-13 07:55:33.683,2021-09-12 23:33:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-09-12 23:33:00.000,00000000-0000-0000-0000-00001a979917,
,74.0,48,64,41,1,54,495,397,0,17,0,0,,1,67.0,,25.0,,,00000000-0000-0000-0000-0000112c05cd.extra_data.json,1,89.090904,74,495,2021-09-18 14:53:00.000,,2021-09-19 03:12:02.942,2021-09-18 23:07:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-09-18 23:07:00.000,00000000-0000-0000-0000-0000112c05cd,
,74.0,0,7,7,1,39,400,95,0,12,0,0,,1,42.0,,20.0,,,00000000-0000-0000-0000-0000521642fa.extra_data.json,1,90.47619,59,400,2021-09-26 15:32:00.000,,2021-09-26 22:15:03.256,2021-09-26 22:11:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-09-26 22:11:00.000,00000000-0000-0000-0000-0000521642fa,
,70.0,0,50,0,0,50,506,0,0,4,0,0,,1,60.0,,11.0,,,00000000-0000-0000-0000-00001c268c91.extra_data.json,0,89.902916,54,506,2021-09-20 14:25:00.000,,2021-09-20 22:52:04.015,2021-09-20 22:50:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-09-20 22:50:00.000,00000000-0000-0000-0000-00001c268c91,
,83.0,0,30,13,2,44,466,67,0,12,0,0,,1,53.0,,31.0,,,00000000-0000-0000-0000-00000db6f9c4.extra_data.json,3,90.36403,68,466,2021-10-01 14:35:00.000,,2021-10-01 22:25:03.361,2021-10-01 22:20:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-01 22:20:00.000,00000000-0000-0000-0000-00000db6f9c4,
,75.0,42,51,19,0,31,390,314,0,5,0,0,,1,57.0,,15.0,,,00000000-0000-0000-0000-0000106b00c3.extra_data.json,1,92.01031,78,390,2021-10-07 15:34:00.000,,2021-10-07 23:09:02.862,2021-10-07 22:03:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-07 22:03:00.000,00000000-0000-0000-0000-0000106b00c3,
,79.0,8,11,6,1,12,212,88,0,0,2,0,,1,30.0,,12.0,,,00000000-0000-0000-0000-00005353309b.extra_data.json,2,93.51852,71,214,2021-10-12 13:32:00.000,,2021-10-12 19:37:02.473,2021-10-12 17:06:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-12 17:06:00.000,00000000-0000-0000-0000-00005353309b,
,70.0,0,25,0,0,38,501,0,0,7,0,0,,1,55.0,,9.0,,,00000000-0000-0000-0000-00006338becc.extra_data.json,0,92.41517,49,501,2021-10-04 13:24:00.000,,2021-10-04 21:51:03.402,2021-10-04 21:45:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-04 21:45:00.000,00000000-0000-0000-0000-00006338becc,
,79.0,0,18,8,1,24,376,122,0,9,0,0,,1,42.0,,15.0,,,00000000-0000-0000-0000-00007bd2b5bf.extra_data.json,2,93.42105,53,376,2021-10-15 15:18:00.000,,2021-10-16 05:04:50.058,2021-10-15 21:33:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-15 21:33:00.000,00000000-0000-0000-0000-00007bd2b5bf,
,,,,,,,,,,,,1,,,,,,,,00000000-0000-0000-0000-000032048a4b.extra_data.json,,100.0,,,2021-10-16 09:04:00.000,,2021-10-16 09:04:25.000,2021-10-16 10:40:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-16 10:40:00.000,00000000-0000-0000-0000-000032048a4b,
,87.0,0,18,2,3,26,238,52,0,6,0,0,,1,31.0,,17.0,,,00000000-0000-0000-0000-00004afea3eb.extra_data.json,4,87.30159,57,238,2021-07-23 20:36:00.000,,2021-07-24 03:26:14.282,2021-07-24 00:34:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-24 00:34:00.000,00000000-0000-0000-0000-00004afea3eb,
,80.0,15,43,1,0,49,597,46,0,12,0,0,,1,80.0,,12.0,,,00000000-0000-0000-0000-0000065da613.extra_data.json,2,91.570244,71,597,2021-10-18 14:02:00.000,,2021-10-19 02:34:23.641,2021-10-18 23:58:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-18 23:58:00.000,00000000-0000-0000-0000-0000065da613,
,74.0,0,23,5,1,35,417,71,0,6,0,0,,1,47.0,,17.0,,,00000000-0000-0000-0000-0000488c4e41.extra_data.json,1,90.71926,67,417,2021-10-12 17:20:00.000,,2021-10-13 04:16:01.235,2021-10-13 00:16:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-13 00:16:00.000,00000000-0000-0000-0000-0000488c4e41,
,73.0,0,16,8,2,29,422,206,0,3,0,0,,1,46.0,,11.0,,,00000000-0000-0000-0000-000041db011a.extra_data.json,1,92.253525,56,422,2021-10-20 14:38:00.000,,2021-10-21 02:18:11.449,2021-10-20 21:40:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-20 21:40:00.000,00000000-0000-0000-0000-000041db011a,
,73.0,0,0,14,2,16,113,113,0,0,0,0,,1,11.0,,27.0,,,00000000-0000-0000-0000-00003eecd81f.extra_data.json,1,85.826775,49,113,2021-10-16 13:46:00.000,,2021-10-16 19:25:03.566,2021-10-16 15:40:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-16 15:40:00.000,00000000-0000-0000-0000-00003eecd81f,
,75.0,0,0,20,0,20,129,129,0,12,0,0,,1,13.0,,40.0,,,00000000-0000-0000-0000-000011de0ea8.extra_data.json,1,84.496124,38,129,2021-10-29 04:39:00.000,,2021-10-29 07:06:06.134,2021-10-29 06:48:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-29 06:48:00.000,00000000-0000-0000-0000-000011de0ea8,
,83.0,13,64,8,2,57,486,130,0,22,0,0,,1,66.0,,22.0,,,00000000-0000-0000-0000-000012edd709.extra_data.json,3,88.27161,74,486,2021-10-30 14:37:00.000,,2021-10-30 22:48:03.216,2021-10-30 22:43:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-30 22:43:00.000,00000000-0000-0000-0000-000012edd709,
,75.0,7,71,9,0,42,470,121,0,4,2,0,,1,64.0,,17.0,,,00000000-0000-0000-0000-000000dc4a16.extra_data.json,1,90.56604,76,472,2021-10-23 15:30:00.000,,2021-10-24 04:07:42.601,2021-10-23 23:21:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-10-23 23:21:00.000,00000000-0000-0000-0000-000000dc4a16,
,79.0,0,18,3,6,37,396,59,0,7,0,0,,1,44.0,,16.0,,,00000000-0000-0000-0000-00002eac90c8.extra_data.json,3,91.3486,57,396,2021-11-07 17:21:00.000,,2021-11-08 00:01:03.511,2021-11-07 23:56:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-11-07 23:56:00.000,00000000-0000-0000-0000-00002eac90c8,
,87.0,6,67,3,3,38,512,73,0,0,0,0,,1,68.0,,12.0,,,00000000-0000-0000-0000-000030e1bddc.extra_data.json,4,92.427185,84,512,2021-11-05 14:47:00.000,,2021-11-07 03:17:19.063,2021-11-05 23:19:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-11-05 23:19:00.000,00000000-0000-0000-0000-000030e1bddc,
,,,,,,,,,,,,1,,,,,,,,00000000-0000-0000-0000-00000fd00739.extra_data.json,,92.20779,,,2021-11-12 05:52:00.000,,2021-11-12 05:52:54.000,2021-11-12 07:06:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-11-12 07:06:00.000,00000000-0000-0000-0000-00000fd00739,
,76.0,14,22,8,4,35,415,160,0,10,3,0,,1,50.0,,16.0,,,00000000-0000-0000-0000-00006a63dd86.extra_data.json,2,91.40812,68,418,2021-11-02 14:52:00.000,,2021-11-03 00:11:10.876,2021-11-02 21:50:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-11-02 21:50:00.000,00000000-0000-0000-0000-00006a63dd86,
,70.0,0,51,0,0,29,289,0,0,3,0,0,,1,47.0,,11.0,,,00000000-0000-0000-0000-0000313f5fd4.extra_data.json,0,89.655174,52,289,2021-08-05 19:22:00.000,,2021-08-06 00:21:03.652,2021-08-06 00:11:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-08-06 00:11:00.000,00000000-0000-0000-0000-0000313f5fd4,
,75.0,4,29,12,0,30,309,158,0,3,3,0,,1,41.0,,18.0,,,00000000-0000-0000-0000-0000537753db.extra_data.json,1,88.64353,62,312,2021-11-21 15:44:00.000,,2021-11-21 21:06:03.296,2021-11-21 20:56:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-11-21 20:56:00.000,00000000-0000-0000-0000-0000537753db,
,74.0,0,0,4,1,5,64,64,0,0,0,0,,1,6.0,,14.0,,,00000000-0000-0000-0000-000075cee8ed.extra_data.json,1,89.393936,51,64,2021-11-08 14:26:00.000,,2021-11-08 15:34:02.133,2021-11-08 15:30:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-11-08 15:30:00.000,00000000-0000-0000-0000-000075cee8ed,
,73.0,18,31,13,2,43,430,249,0,15,0,0,,1,53.0,,19.0,,,00000000-0000-0000-0000-000079e20fc7.extra_data.json,1,90.046295,67,430,2021-09-01 15:52:00.000,,2021-09-02 02:28:41.970,2021-09-01 23:02:00.000,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-09-01 23:02:00.000,00000000-0000-0000-0000-000079e20fc7,
