com.samsung.shealth.rewards,6200039,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,,,,,2021-12-12 00:07:06.667,2021-07-13 23:03:10.347,,,LAST_SLEEP_CHECKING_TIME,,,MvwKid7qVC,com.sec.android.app.shealth,Sleep.Goal.Temp,2021-12-11 15:00:00.000,2116ffd4-b6e5-4dd0-8fe4-f8835c1714b2,-10000,
,2021-07-15 05:38:01.993,,,,2021-07-16 06:41:40.672,2021-07-15 05:38:02.023,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":88,""mValue2"":60}",MvwKid7qVC,com.sec.android.app.shealth,goal.activity,2021-07-15 05:38:01.993,5aa9ee95-1b28-4fed-ae31-ff28c029ff07,0,
,2021-07-16 07:48:00.872,,,,2021-07-16 07:48:00.905,2021-07-16 07:35:21.325,,,goal_activity_reward_most_active_day,UTC+0900,"{""mIsCompleted"":false,""mValue"":103,""mValue2"":0}",MvwKid7qVC,com.sec.android.app.shealth,goal.activity,2021-07-16 07:35:21.284,ca5df572-ca61-45fe-8ae1-7968e11bfc6e,0,
,2021-07-17 06:49:59.925,,,,2021-07-20 10:05:14.407,2021-07-17 06:49:59.947,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":93,""mValue2"":60}",MvwKid7qVC,com.sec.android.app.shealth,goal.activity,2021-07-17 06:49:59.925,4d715b08-1c02-4e72-a105-60e852f0e622,0,
,2021-07-21 04:29:02.489,,,,2021-07-22 06:48:59.998,2021-07-21 04:29:02.530,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":129,""mValue2"":60}",MvwKid7qVC,com.sec.android.app.shealth,goal.activity,2021-07-21 04:29:02.489,cc22a15f-d5da-4619-8dcc-01c408dee114,0,
,2021-07-15 15:00:00.000,,100003,,2021-07-21 15:00:02.369,2021-07-21 15:00:02.369,,,tracker_pedometer_reward_most_walking_day,UTC+0900,"{""mTarget"":-1,""mValue"":10947}",MvwKid7qVC,com.sec.android.app.shealth,tracker.pedometer,2021-07-15 15:00:00.000,8aef9a3c-3003-46d6-a46a-7a89ed4f3436,1,
,2021-07-24 07:56:17.369,,,,2021-07-27 08:47:35.201,2021-07-24 07:56:17.390,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":85,""mValue2"":60}",MvwKid7qVC,com.sec.android.app.shealth,goal.activity,2021-07-24 07:56:17.369,01dbfb99-0bce-4ecd-98ea-53ff1f47bb81,0,
,2021-07-28 08:26:02.946,,,,2021-07-30 12:16:34.810,2021-07-28 08:26:02.990,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":95,""mValue2"":60}",MvwKid7qVC,com.sec.android.app.shealth,goal.activity,2021-07-28 08:26:02.946,4433edc6-6db9-402d-8570-f217fd23e708,0,
,2021-07-29 15:00:00.000,,2599999,,2021-08-11 07:56:06.385,2021-07-30 15:00:22.556,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6302}",MvwKid7qVC,com.sec.android.app.shealth,tracker.pedometer,2021-07-29 15:00:00.000,1aec557d-8aa6-4447-ae16-dd750d917f81,1,
,2021-08-04 15:00:00.000,,100003,,2021-08-29 15:30:38.135,2021-08-05 03:06:04.053,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":12080}",MvwKid7qVC,com.sec.android.app.shealth,tracker.pedometer,2021-08-04 15:00:00.000,54f06914-ea6a-4dc1-b649-71589ef072d5,1,
