Date,Min. HR (daily),Max. HR (daily),Avg. HR (daily),Number of samples (daily),Avg. day HR,Max. HR (day),Min. HR (day),Number of samples (day),Avg. night HR,Max. HR (night),Min. HR (night),Number of samples (night)
2021-08-03 ,60.0,100.0,75.61,23,77.29,100.0,62.0,7,74.88,100.0,60.0,16
2021-08-04 ,60.0,100.0,73.89,19,79.2,100.0,60.0,5,72.0,100.0,60.0,14
2021-08-05 ,52.0,105.0,64.95,40,68.42,105.0,52.0,19,61.81,105.0,52.0,21
2021-08-06 ,53.0,105.0,64.48,25,77.4,105.0,55.0,5,61.25,105.0,53.0,20
2021-08-07 ,53.0,112.0,81.17,30,89.0,112.0,53.0,7,78.78,102.0,53.0,23
2021-08-08 ,54.0,102.0,76.07,29,76.75,102.0,59.0,8,75.81,102.0,54.0,21
2021-08-09 ,54.0,102.0,75.7,30,72.8,102.0,54.0,10,77.15,102.0,54.0,20
2021-08-10 ,60.0,102.0,80.96,23,83.75,102.0,68.0,8,79.47,102.0,60.0,15
2021-08-11 ,60.0,102.0,75.52,23,76.14,102.0,60.0,7,75.25,102.0,60.0,16
2021-08-12 ,63.0,94.0,72.68,22,77.71,94.0,63.0,7,70.33,94.0,63.0,15
2021-08-13 ,63.0,107.0,75.42,19,76.25,107.0,63.0,4,75.2,107.0,63.0,15
2021-08-14 ,58.0,84.0,68.38,26,71.33,84.0,58.0,9,66.82,84.0,58.0,17
2021-08-15 ,53.0,113.0,75.62,26,86.44,113.0,62.0,9,69.88,103.0,53.0,17
2021-08-16 ,53.0,105.0,68.32,44,68.17,105.0,53.0,23,68.48,105.0,53.0,21
2021-08-17 ,54.0,102.0,70.61,28,85.0,102.0,54.0,7,65.81,102.0,54.0,21
2021-08-18 ,57.0,113.0,70.21,24,67.67,102.0,57.0,9,71.73,113.0,57.0,15
2021-08-19 ,52.0,129.0,67.09,23,61.57,113.0,52.0,7,69.5,129.0,52.0,16
2021-08-20 ,52.0,144.0,69.64,22,82.25,144.0,52.0,8,62.43,144.0,52.0,14
2021-08-21 ,57.0,144.0,72.39,31,77.0,144.0,57.0,9,70.5,144.0,57.0,22
2021-08-22 ,55.0,111.0,71.29,28,81.0,111.0,55.0,9,66.68,111.0,55.0,19
2021-08-23 ,60.0,100.0,71.85,13,80.0,100.0,60.0,1,71.17,100.0,60.0,12
2021-08-24 ,52.0,104.0,62.95,19,58.4,78.0,55.0,5,64.57,104.0,52.0,14
2021-08-25 ,52.0,105.0,68.16,19,71.5,105.0,52.0,2,67.76,105.0,52.0,17
2021-08-26 ,51.0,119.0,72.67,15,54.25,58.0,51.0,4,79.36,119.0,51.0,11
2021-08-27 ,51.0,119.0,67.06,17, , , , ,67.06,119.0,51.0,17
2021-08-28 ,57.0,107.0,66.06,18,67.5,107.0,57.0,2,65.88,107.0,57.0,16
2021-08-29 ,58.0,107.0,77.14,14,93.75,107.0,58.0,4,70.5,97.0,58.0,10
2021-08-30 ,59.0,101.0,69.1,21,65.38,101.0,59.0,16,81.0,100.0,59.0,5
2021-08-31 ,59.0,100.0,82.46,13, , , , ,82.46,100.0,59.0,13
2021-09-01 ,61.0,102.0,79.36,14,77.8,88.0,61.0,5,80.22,102.0,61.0,9
2021-09-02 ,67.0,112.0,89.83,24,90.4,112.0,67.0,5,89.68,112.0,67.0,19
2021-09-03 ,55.0,132.0,77.48,25,87.43,132.0,63.0,7,73.61,132.0,55.0,18
2021-09-04 ,55.0,132.0,72.17,23,75.5,132.0,55.0,4,71.47,132.0,55.0,19
2021-09-05 ,58.0,115.0,82.48,23,78.0,115.0,58.0,8,84.87,115.0,58.0,15
2021-09-06 ,57.0,109.0,68.24,25,70.5,109.0,59.0,6,67.53,109.0,57.0,19
2021-09-07 ,49.0,134.0,65.09,35,56.59,134.0,49.0,17,73.11,134.0,49.0,18
2021-09-08 ,49.0,89.0,64.59,17,65.5,74.0,49.0,4,64.31,89.0,49.0,13
2021-09-09 ,55.0,89.0,62.53,17,74.0,89.0,55.0,2,61.0,89.0,55.0,15
2021-09-10 ,66.0,110.0,90.0,6,90.0,110.0,66.0,6, , , , 
2021-09-11 ,63.0,110.0,68.62,13,81.0,110.0,63.0,1,67.58,110.0,63.0,12
2021-09-12 ,58.0,106.0,78.35,23,89.5,106.0,58.0,6,74.41,106.0,58.0,17
2021-09-13 ,55.0,103.0,75.06,17,66.0,103.0,66.0,1,75.62,103.0,55.0,16
2021-09-14 ,55.0,106.0,81.76,17, , , , ,81.76,106.0,55.0,17
2021-09-15 ,61.0,106.0,78.59,29,88.0,106.0,61.0,9,74.35,106.0,61.0,20
2021-09-16 ,58.0,121.0,71.44,18,95.0,121.0,58.0,2,68.5,121.0,58.0,16
2021-09-17 ,56.0,99.0,76.5,14, , , , ,76.5,99.0,56.0,14
2021-09-18 ,49.0,76.0,62.36,14, , , , ,62.36,76.0,49.0,14
2021-09-19 ,60.0,102.0,78.21,19,87.4,102.0,60.0,5,74.93,102.0,60.0,14
2021-09-20 ,63.0,102.0,80.56,16,84.4,102.0,63.0,5,78.82,102.0,63.0,11
2021-09-21 ,65.0,99.0,83.11,18,92.8,99.0,68.0,5,79.38,94.0,65.0,13
2021-09-22 ,62.0,110.0,88.79,19,97.0,110.0,62.0,3,87.25,110.0,62.0,16
2021-09-23 ,58.0,92.0,76.88,16, , , , ,76.88,92.0,58.0,16
2021-09-24 ,60.0,91.0,68.5,16,76.67,91.0,60.0,3,66.62,78.0,60.0,13
2021-09-25 ,62.0,105.0,79.55,20,75.33,105.0,64.0,3,80.29,105.0,62.0,17
2021-09-26 ,59.0,106.0,79.19,26,82.14,106.0,59.0,7,78.11,106.0,59.0,19
2021-09-27 ,58.0,108.0,73.91,23,78.8,108.0,64.0,5,72.56,108.0,58.0,18
2021-09-28 ,58.0,98.0,68.6,15,75.0,98.0,58.0,1,68.14,98.0,58.0,14
2021-09-30 ,59.0,100.0,79.91,11,88.33,100.0,59.0,3,76.75,89.0,59.0,8
2021-10-01 ,59.0,95.0,68.76,17,79.0,80.0,59.0,1,68.12,95.0,59.0,16
2021-10-02 ,57.0,106.0,80.52,21,98.0,101.0,57.0,2,78.68,106.0,57.0,19
2021-10-03 ,61.0,106.0,74.33,24,87.0,106.0,61.0,7,69.12,106.0,61.0,17
2021-10-04 ,58.0,106.0,67.0,20,70.0,106.0,58.0,3,66.47,106.0,58.0,17
2021-10-05 ,54.0,103.0,76.83,23,77.75,100.0,59.0,4,76.63,103.0,54.0,19
2021-10-06 ,54.0,107.0,94.95,19,103.4,107.0,54.0,5,91.93,104.0,54.0,14
2021-10-07 ,62.0,98.0,81.44,18,94.0,98.0,62.0,2,79.88,98.0,62.0,16
2021-10-08 ,68.0,113.0,89.18,17,96.75,113.0,68.0,4,86.85,113.0,68.0,13
2021-10-11 ,56.0,117.0,79.88,25,87.71,111.0,56.0,7,76.83,117.0,56.0,18
2021-10-12 ,58.0,118.0,75.19,31,83.64,117.0,58.0,11,70.55,118.0,58.0,20
2021-10-13 ,58.0,118.0,71.1,20,68.2,118.0,58.0,5,72.07,118.0,62.0,15
2021-10-14 ,57.0,101.0,75.7,27,81.88,101.0,64.0,8,73.11,101.0,57.0,19
2021-10-15 ,56.0,109.0,68.06,16, , , , ,68.06,109.0,56.0,16
2021-10-16 ,60.0,109.0,82.22,18, , , , ,82.22,109.0,60.0,18
2021-10-17 ,61.0,108.0,88.67,21,81.0,108.0,61.0,5,91.06,108.0,61.0,16
2021-10-18 ,72.0,118.0,87.5,16,83.5,118.0,72.0,2,88.07,118.0,72.0,14
2021-10-19 ,67.0,79.0,72.5,4, , , , ,72.5,79.0,67.0,4
2021-10-20 ,62.0,127.0,82.0,19,82.6,113.0,62.0,5,81.79,127.0,62.0,14
2021-10-21 ,61.0,127.0,75.06,17, , , , ,75.06,127.0,61.0,17
2021-10-22 ,60.0,150.0,84.83,18,150.0,150.0,60.0,1,81.0,105.0,60.0,17
2021-10-23 ,63.0,105.0,77.46,13, , , , ,77.46,105.0,63.0,13
2021-10-24 ,55.0,107.0,79.96,24,91.67,101.0,55.0,6,76.06,107.0,55.0,18
2021-10-25 ,49.0,109.0,77.6,15,70.33,109.0,49.0,3,79.42,109.0,49.0,12
2021-10-26 ,59.0,115.0,85.0,17,98.0,115.0,59.0,2,83.27,115.0,59.0,15
2021-10-27 ,55.0,139.0,71.14,21,79.0,139.0,55.0,4,69.29,139.0,55.0,17
2021-10-28 ,58.0,105.0,75.81,21,74.67,105.0,58.0,3,76.0,105.0,58.0,18
2021-10-29 ,58.0,107.0,76.94,17,63.5,107.0,58.0,2,78.73,107.0,62.0,15
2021-10-30 ,57.0,108.0,72.8,20,80.5,104.0,57.0,2,71.94,108.0,57.0,18
2021-10-31 ,53.0,108.0,69.58,24,75.2,108.0,53.0,5,68.11,108.0,53.0,19
2021-11-01 ,57.0,113.0,78.43,14,67.0,113.0,57.0,1,79.31,113.0,57.0,13
2021-11-02 ,57.0,100.0,71.33,15, , , , ,71.33,100.0,57.0,15
2021-11-03 ,53.0,108.0,75.61,23,81.2,108.0,57.0,5,74.06,108.0,53.0,18
2021-11-04 ,53.0,77.0,69.29,7, , , , ,69.29,77.0,53.0,7
2021-11-05 ,65.0,139.0,87.43,14, , , , ,87.43,139.0,65.0,14
2021-11-06 ,64.0,174.0,92.0,17, , , , ,92.0,174.0,64.0,17
2021-11-07 ,62.0,106.0,83.23,22,87.57,106.0,62.0,7,81.2,105.0,62.0,15
2021-11-08 ,57.0,98.0,67.15,13, , , , ,67.15,98.0,57.0,13
2021-11-09 ,51.0,130.0,90.24,25,93.89,130.0,51.0,9,88.19,130.0,51.0,16
2021-11-10 ,65.0,106.0,79.05,19,78.25,106.0,65.0,4,79.27,106.0,65.0,15
2021-11-11 ,60.0,111.0,86.76,17, , , , ,86.76,111.0,60.0,17
2021-11-12 ,58.0,93.0,70.33,15,77.0,93.0,58.0,1,69.86,93.0,58.0,14
2021-11-13 ,56.0,92.0,72.15,13, , , , ,72.15,92.0,56.0,13
2021-11-14 ,70.0,104.0,83.07,15,90.14,104.0,70.0,7,76.88,86.0,70.0,8
2021-11-15 ,67.0,125.0,96.0,13,94.0,125.0,67.0,2,96.36,125.0,67.0,11
2021-11-16 ,60.0,105.0,85.0,10, , , , ,85.0,105.0,60.0,10
2021-11-17 ,55.0,105.0,69.45,22,80.2,105.0,55.0,5,66.29,84.0,55.0,17
2021-11-18 ,58.0,89.0,77.75,16,84.0,89.0,58.0,3,76.31,89.0,58.0,13
2021-11-19 ,73.0,145.0,97.79,24,96.0,145.0,73.0,6,98.39,145.0,73.0,18
2021-11-20 ,49.0,121.0,73.83,18,121.0,121.0,49.0,1,71.06,101.0,49.0,17
2021-11-21 ,52.0,100.0,74.05,20,90.67,100.0,57.0,3,71.12,100.0,52.0,17
2021-11-22 ,51.0,114.0,67.18,17,60.0,114.0,51.0,1,67.62,114.0,51.0,16
2021-11-23 ,47.0,137.0,69.44,27,62.9,137.0,47.0,21,92.33,137.0,47.0,6
2021-11-24 ,47.0,123.0,70.44,39,65.29,123.0,47.0,24,78.67,102.0,47.0,15
2021-11-25 ,47.0,114.0,84.69,13,74.0,114.0,47.0,1,85.58,114.0,47.0,12
2021-11-26 ,52.0,97.0,68.67,15, , , , ,68.67,97.0,52.0,15
2021-11-27 ,50.0,122.0,69.38,26,57.89,122.0,50.0,9,75.47,122.0,52.0,17
2021-11-28 ,44.0,113.0,62.72,29,57.0,113.0,44.0,8,64.9,113.0,46.0,21
2021-11-29 ,41.0,112.0,67.95,20, , , , ,67.95,112.0,41.0,20
2021-11-30 ,40.0,110.0,68.83,12,61.0,110.0,40.0,1,69.55,110.0,40.0,11
2021-12-01 ,40.0,122.0,76.33,30,83.8,122.0,40.0,5,74.84,122.0,40.0,25
2021-12-02 ,52.0,99.0,67.89,18, , , , ,67.89,99.0,52.0,18
2021-12-03 ,58.0,112.0,80.69,13,86.0,112.0,58.0,2,79.73,112.0,58.0,11
2021-12-04 ,51.0,119.0,73.87,15,67.0,119.0,51.0,1,74.36,119.0,51.0,14
2021-12-05 ,54.0,104.0,79.0,2, , , , ,79.0,104.0,54.0,2
2021-12-06 ,54.0,104.0,73.0,13, , , , ,73.0,104.0,54.0,13
2021-12-07 ,59.0,78.0,67.18,11, , , , ,67.18,78.0,59.0,11
2021-12-08 ,41.0,100.0,80.05,19,88.75,100.0,41.0,4,77.73,95.0,41.0,15
2021-12-09 ,52.0,90.0,72.18,17,62.0,62.0,62.0,1,72.81,90.0,52.0,16
2021-12-10 ,52.0,102.0,74.83,12, , , , ,74.83,102.0,52.0,12
2021-12-11 ,48.0,93.0,63.61,18,65.0,93.0,48.0,6,62.92,93.0,48.0,12
2021-12-12 ,55.0,99.0,66.94,16,69.2,99.0,55.0,5,65.91,99.0,55.0,11
2021-12-13 ,47.0,66.0,55.33,12, , , , ,55.33,66.0,47.0,12
