com.samsung.health.water_intake,6196009,5
start_time,amount,custom,update_time,create_time,time_offset,deviceuuid,unit_amount,comment,pkg_name,datauuid
2021-07-03 02:39:37.513,250.0,,2021-07-03 02:39:37.518,2021-07-03 02:39:37.518,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,c6e1b717-6eec-4716-b077-86ae7413a65c,
2021-07-03 02:39:36.919,250.0,,2021-07-03 02:39:36.923,2021-07-03 02:39:36.923,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,5db40586-516b-4825-bab4-dcf1eff9a481,
2021-07-08 00:43:02.721,250.0,,2021-07-08 00:43:02.730,2021-07-08 00:43:02.730,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,8901453a-3ca2-40f9-8863-38d7e5b157ba,
2021-07-08 00:43:01.686,250.0,,2021-07-08 00:43:01.690,2021-07-08 00:43:01.690,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,d328315a-a787-49a2-876d-ff3d16d50a89,
2021-07-06 14:59:59.998,250.0,,2021-07-08 00:43:21.209,2021-07-08 00:43:21.209,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,c5e8cc3c-a520-4fa0-a54d-0801001da88d,
2021-07-03 02:39:37.947,250.0,,2021-07-03 02:39:37.949,2021-07-03 02:39:37.949,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,0f6b573e-5361-4b88-aa7e-d57d790ba582,
2021-07-07 14:59:59.998,250.0,,2021-07-08 00:43:17.022,2021-07-08 00:43:17.022,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,835e2804-1c87-4376-b034-22efac2ee27b,
2021-07-06 14:59:59.998,250.0,,2021-07-08 00:43:22.073,2021-07-08 00:43:22.073,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,784f575c-b947-4b49-807b-6c2e36117f93,
2021-07-04 14:59:59.998,250.0,,2021-07-08 00:43:28.065,2021-07-08 00:43:28.065,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,24f56bed-1ef7-4092-9d65-4f1047742885,
2021-07-05 14:59:59.998,250.0,,2021-07-08 00:43:26.876,2021-07-08 00:43:26.876,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,1b7bd57d-0763-495c-bb74-020aa924f535,
2021-07-06 14:59:59.998,250.0,,2021-07-08 00:43:20.554,2021-07-08 00:43:20.554,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,a8f1ffcd-74b0-4c67-b72b-364c8ab393a2,
2021-08-08 03:08:40.746,250.0,,2021-08-08 03:08:40.753,2021-08-08 03:08:40.753,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,4c639ba7-5703-432d-804b-a077dbc8461a,
2021-07-03 02:39:38.736,250.0,,2021-07-03 02:39:38.744,2021-07-03 02:39:38.744,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,74058ec1-3a89-4c51-84a4-43f2e97ef7c3,
2021-07-07 14:59:59.998,250.0,,2021-07-08 00:43:17.707,2021-07-08 00:43:17.707,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,82118df8-1c4c-4b19-bb03-2497dbe15d86,
2021-08-08 03:08:40.194,250.0,,2021-08-08 03:08:40.199,2021-08-08 03:08:40.199,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,f1e4731e-4ab0-4cce-a524-7ea32929a9b8,
2021-07-05 14:59:59.998,250.0,,2021-07-08 00:43:25.318,2021-07-08 00:43:25.318,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,f412f86b-d222-4e1c-857f-c2c19a04f373,
2021-07-06 14:59:59.998,250.0,,2021-07-08 00:43:22.791,2021-07-08 00:43:22.791,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,ef82aa0f-4e84-47df-baa3-4b82c522a83f,
2021-07-04 14:59:59.998,250.0,,2021-07-08 00:43:28.816,2021-07-08 00:43:28.816,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,211977b2-fda0-4888-bc8b-31c5265dffc2,
2021-09-11 11:43:32.885,250.0,,2021-09-11 11:43:32.889,2021-09-11 11:43:32.889,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,59ef671d-c375-4534-b003-ce7c832ba66c,
2021-08-08 03:08:39.008,250.0,,2021-08-08 03:08:39.013,2021-08-08 03:08:39.013,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,fd8d3588-0add-42db-8585-6751f2b6dd60,
2021-07-08 00:42:21.547,250.0,,2021-07-08 00:42:21.554,2021-07-08 00:42:21.554,UTC+0900,Jxx4Glzrrb,250.0,,com.sec.android.app.shealth,e1c56cde-4b22-4595-80bc-5e7feabde971,
