com.samsung.shealth.tracker.heart_rate,6196009,3
source,tag_id,com.samsung.health.heart_rate.heart_beat_count,com.samsung.health.heart_rate.start_time,com.samsung.health.heart_rate.custom,com.samsung.health.heart_rate.binning_data,com.samsung.health.heart_rate.update_time,com.samsung.health.heart_rate.create_time,com.samsung.health.heart_rate.max,com.samsung.health.heart_rate.min,com.samsung.health.heart_rate.time_offset,com.samsung.health.heart_rate.deviceuuid,com.samsung.health.heart_rate.comment,com.samsung.health.heart_rate.pkg_name,com.samsung.health.heart_rate.end_time,com.samsung.health.heart_rate.datauuid,com.samsung.health.heart_rate.heart_rate
,20000,1,2021-07-08 13:00:59.000,,,2021-07-08 13:00:59.000,2021-07-08 13:00:59.000,77.0,73.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-08 13:00:59.000,238a2dbf-6c04-fd2b-3eae-07ead1a45636,73.0,
,20000,1,2021-07-08 12:30:59.000,,,2021-07-08 12:30:59.000,2021-07-08 12:30:59.000,77.0,77.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-08 12:30:59.000,57ead886-6373-e876-10d7-4b36e6548692,77.0,
,20000,1,2021-07-08 13:30:59.000,,,2021-07-08 13:30:59.000,2021-07-08 13:30:59.000,77.0,73.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-08 13:30:59.000,4c37a447-9372-1274-d52e-db85d3a911d9,77.0,
,20000,1,2021-07-08 17:00:59.000,,,2021-07-08 17:00:59.000,2021-07-08 17:00:59.000,75.0,70.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-08 17:00:59.000,9075a0e8-0f67-1218-43a8-e7efa9533116,70.0,
,20000,1,2021-07-08 16:00:59.000,,,2021-07-08 16:00:59.000,2021-07-08 16:00:59.000,75.0,70.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-08 16:00:59.000,31676c1b-516f-9087-ec55-77d8de5e4883,70.0,
,20000,1,2021-07-08 16:30:59.000,,,2021-07-08 16:30:59.000,2021-07-08 16:30:59.000,75.0,70.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-08 16:30:59.000,1e4e4c5c-6ad6-cc8e-f53f-2279d73d2d41,70.0,
,20000,1,2021-07-08 19:00:59.000,,,2021-07-08 19:00:59.000,2021-07-08 19:00:59.000,75.0,67.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-08 19:00:59.000,a971e50a-4bf9-8eae-2a78-aca5349837d8,71.0,
,20000,1,2021-07-08 20:00:59.000,,,2021-07-08 20:00:59.000,2021-07-08 20:00:59.000,75.0,62.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-08 20:00:59.000,82f13943-2c7b-e563-05c0-f43ec70217a2,65.0,
,20000,1,2021-07-08 19:30:59.000,,,2021-07-08 19:30:59.000,2021-07-08 19:30:59.000,75.0,62.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-08 19:30:59.000,f0bff1c8-c1b1-912a-bd02-d4689a5c8605,62.0,
,20000,1,2021-07-08 23:00:59.000,,,2021-07-08 23:00:59.000,2021-07-08 23:00:59.000,75.0,62.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-08 23:00:59.000,a897cccb-8536-c8cf-5e19-1946a6d27eef,75.0,
,20000,1,2021-07-09 02:30:59.000,,,2021-07-09 02:30:59.000,2021-07-09 02:30:59.000,83.0,62.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-09 02:30:59.000,78b4ea7f-93df-e232-270d-2166f0b6b38f,71.0,
,20000,1,2021-07-09 02:00:59.000,,,2021-07-09 02:00:59.000,2021-07-09 02:00:59.000,83.0,62.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-09 02:00:59.000,7935bfda-3d51-5e14-e82f-c33073c2b6f9,83.0,
,20000,1,2021-07-09 07:00:59.000,,,2021-07-09 07:00:59.000,2021-07-09 07:00:59.000,103.0,62.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-09 07:00:59.000,b03059d5-c209-2b3f-b421-9eb826b49398,72.0,
,20000,1,2021-07-09 05:30:59.000,,,2021-07-09 05:30:59.000,2021-07-09 05:30:59.000,103.0,62.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-09 05:30:59.000,ad2717cc-2160-8036-6bb6-ff479ecb98ee,74.0,
,20000,1,2021-07-09 06:30:59.000,,,2021-07-09 06:30:59.000,2021-07-09 06:30:59.000,103.0,62.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-09 06:30:59.000,b8fa79cf-0cab-83a3-89ac-fb0d7c9fa8cf,73.0,
,20000,1,2021-07-09 09:30:59.000,,,2021-07-09 09:30:59.000,2021-07-09 09:30:59.000,103.0,62.0,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-09 09:30:59.000,3446b07b-b3db-5765-3b0a-07c88b52199a,69.0,
