com.samsung.shealth.rewards,6196009,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,,,,,2021-10-30 05:04:08.664,2021-07-08 05:58:02.937,,,LAST_SLEEP_CHECKING_TIME,,,QyB8D3zs1J,com.sec.android.app.shealth,Sleep.Goal.Temp,2021-10-29 15:00:00.000,e4b26bee-bebf-4d63-b590-4bd4875dd871,-10000,
0,2021-07-09 00:00:00.000,,,,2021-07-09 12:12:35.156,2021-07-09 12:12:35.156,,,goal_nutrition_goal_achieved,UTC+0900,"1736.0,1599.0",QyB8D3zs1J,com.sec.android.app.shealth,goal.nutrition,2021-07-09 12:12:35.107,94df54ad-0ada-42c9-8954-a6d1031da771,1,
,2021-07-10 00:47:42.854,,,,2021-07-13 09:32:01.964,2021-07-10 00:47:42.871,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":103,""mValue2"":60}",QyB8D3zs1J,com.sec.android.app.shealth,goal.activity,2021-07-10 00:47:42.854,3273842d-480d-479c-8ffc-08aaf4ebac24,0,
,2021-07-10 11:36:01.938,,,,2021-07-10 11:36:01.977,2021-07-10 10:12:10.831,,,goal_activity_reward_most_active_day,UTC+0900,"{""mIsCompleted"":false,""mValue"":103,""mValue2"":0}",QyB8D3zs1J,com.sec.android.app.shealth,goal.activity,2021-07-10 10:12:10.820,72019bc0-9cc1-4578-b706-15c81287e99b,1,
0,2021-07-13 00:00:00.000,,,,2021-08-05 23:33:13.676,2021-07-13 12:18:54.603,,,goal_nutrition_goal_achieved,UTC+0900,"1681.0,1599.0",QyB8D3zs1J,com.sec.android.app.shealth,goal.nutrition,2021-07-13 00:00:00.000,2e4b354c-5e4c-4a63-a995-dc8e949738b1,1,
0,2021-07-15 00:00:00.000,,,,2021-07-15 14:47:31.333,2021-07-15 14:47:31.333,,,goal_nutrition_goal_achieved,UTC+0900,"1518.0,1593.0",QyB8D3zs1J,com.sec.android.app.shealth,goal.nutrition,2021-07-15 14:47:31.305,f42c87ae-8631-4dd9-a3d1-4335b62199b9,1,
,2021-07-15 09:43:02.070,,,,2021-07-30 07:01:29.981,2021-07-15 09:43:02.094,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":68,""mValue2"":60}",QyB8D3zs1J,com.sec.android.app.shealth,goal.activity,2021-07-15 09:43:02.070,67f890a9-4882-4f11-a87a-3cd4d313e864,0,
,2021-07-14 15:00:00.000,,100003,,2021-08-11 03:12:15.790,2021-07-15 09:43:02.999,,,tracker_pedometer_reward_target_achieved,UTC+0900,"{""mTarget"":6000,""mValue"":6797}",QyB8D3zs1J,com.sec.android.app.shealth,tracker.pedometer,2021-07-14 15:00:00.000,32221d8f-5625-4664-aab4-8a6a7683a393,1,
0,2021-07-23 00:00:00.000,,,,2021-08-05 23:33:13.692,2021-07-23 13:20:13.946,,,goal_nutrition_goal_achieved,UTC+0900,"1533.0,1599.0",QyB8D3zs1J,com.sec.android.app.shealth,goal.nutrition,2021-07-23 00:00:00.000,86f487fb-187a-47c3-840a-4fdd6a5b9c2a,1,
0,2021-07-25 00:00:00.000,,,,2021-08-05 23:33:13.701,2021-07-25 11:49:15.697,,,goal_nutrition_goal_achieved,UTC+0900,"1486.0,1599.0",QyB8D3zs1J,com.sec.android.app.shealth,goal.nutrition,2021-07-25 00:00:00.000,bc6b6429-311f-4ba8-8933-f3910113b80c,1,
0,2021-07-26 00:00:00.000,,,,2021-08-05 23:33:13.710,2021-07-26 12:40:44.908,,,goal_nutrition_goal_achieved,UTC+0900,"1647.0,1599.0",QyB8D3zs1J,com.sec.android.app.shealth,goal.nutrition,2021-07-26 00:00:00.000,b219bc47-0b01-49ea-951f-e55a641c6c1d,1,
