com.samsung.shealth.sleep,6196009,5
original_efficiency,mental_recovery,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,has_sleep_data,combined_id,data_version,physical_recovery,original_wake_up_time,movement_awakening,original_bed_time,quality,extra_data,sleep_cycle,efficiency,sleep_score,sleep_duration,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,70.0,0,6,0,0,11,76,0,0,6,0,0,,1,15.0,,22.0,,,00000000-0000-0000-0000-000037fd88dc.extra_data.json,0,79.268295,41,76,2021-07-17 16:24:00.000,,2021-07-17 17:45:02.437,2021-07-17 17:39:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-17 17:39:00.000,00000000-0000-0000-0000-000037fd88dc,
,74.0,9,9,11,1,34,134,92,0,16,0,0,,1,24.0,,49.0,,,00000000-0000-0000-0000-00002885f775.extra_data.json,1,68.42105,63,134,2021-07-17 00:33:00.000,,2021-07-17 03:00:24.620,2021-07-17 02:46:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-17 02:46:00.000,00000000-0000-0000-0000-00002885f775,
,70.0,0,0,7,0,20,181,106,1,7,0,0,,1,18.0,,22.0,,,00000000-0000-0000-0000-0000668cb8e7.extra_data.json,2,87.5,44,181,2021-07-20 09:06:00.000,,2021-07-20 12:15:41.518,2021-07-20 12:06:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-20 12:06:00.000,00000000-0000-0000-0000-0000668cb8e7,
,62.0,32,32,15,3,28,174,153,1,16,0,0,,1,44.0,,35.0,,,00000000-0000-0000-0000-00003e2d2941.extra_data.json,1,82.954544,65,174,2021-07-21 17:34:00.000,,2021-07-21 21:15:03.421,2021-07-21 20:28:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-21 20:28:00.000,00000000-0000-0000-0000-00003e2d2941,
,52.0,9,23,0,8,25,286,62,2,9,0,0,,1,42.0,,12.0,,,00000000-0000-0000-0000-00004223d372.extra_data.json,2,91.16608,59,286,2021-07-20 17:05:00.000,,2021-07-20 22:00:03.537,2021-07-20 21:50:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-20 21:50:00.000,00000000-0000-0000-0000-00004223d372,
,60.0,11,11,15,5,21,67,56,1,20,3,0,,1,31.0,,88.0,,,00000000-0000-0000-0000-00002ba9b703.extra_data.json,1,64.0,58,70,2021-07-24 08:17:00.000,,2021-07-24 11:06:02.387,2021-07-24 09:27:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-24 09:27:00.000,00000000-0000-0000-0000-00002ba9b703,
,,,,,,,,,,,,0,,,,,,,0,,,0.0,,,2021-07-23 11:00:00.000,,2021-07-23 15:49:05.389,2021-07-23 15:49:05.389,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,2021-07-23 11:10:00.000,549f4742-6854-4647-b325-338945980b7f,
,79.0,18,27,3,6,25,252,67,1,13,0,0,,1,47.0,,20.0,,,00000000-0000-0000-0000-000054dcd423.extra_data.json,5,90.421455,64,252,2021-07-09 17:16:00.000,,2021-07-09 21:59:01.795,2021-07-09 21:28:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-09 21:28:00.000,00000000-0000-0000-0000-000054dcd423,
,75.0,18,36,3,5,20,230,86,0,4,1,0,,1,47.0,,14.0,,,00000000-0000-0000-0000-000010ee9d00.extra_data.json,2,86.328125,76,231,2021-07-23 15:57:00.000,,2021-07-23 20:04:03.194,2021-07-23 19:48:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-23 19:48:00.000,00000000-0000-0000-0000-000010ee9d00,
,70.0,0,3,0,0,6,65,0,0,0,3,0,,1,11.0,,9.0,,,00000000-0000-0000-0000-00002189a85e.extra_data.json,0,84.72222,43,68,2021-07-26 02:19:00.000,,2021-07-26 04:43:28.150,2021-07-26 03:27:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-26 03:27:00.000,00000000-0000-0000-0000-00002189a85e,
,78.0,23,32,6,7,33,256,70,0,4,0,0,,1,51.0,,23.0,,,00000000-0000-0000-0000-00007ac44922.extra_data.json,3,86.434105,72,256,2021-07-11 23:49:00.000,,2021-07-12 04:09:03.946,2021-07-12 04:05:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-12 04:05:00.000,00000000-0000-0000-0000-00007ac44922,
,83.0,2,8,5,7,32,280,53,0,4,1,0,,1,32.0,,22.0,,,00000000-0000-0000-0000-00004ca7636e.extra_data.json,4,87.98587,57,281,2021-07-25 20:21:00.000,,2021-07-26 01:06:18.359,2021-07-26 01:01:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-26 01:01:00.000,00000000-0000-0000-0000-00004ca7636e,
,73.0,18,18,7,2,9,78,78,0,0,2,0,,1,40.0,,21.0,,,00000000-0000-0000-0000-000071f25b45.extra_data.json,1,74.73684,75,80,2021-07-28 21:15:00.000,,2021-07-28 23:31:04.209,2021-07-28 22:34:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-28 22:34:00.000,00000000-0000-0000-0000-000071f25b45,
,74.0,21,33,15,1,28,207,104,0,11,0,0,,1,45.0,,33.0,,,00000000-0000-0000-0000-00007e935392.extra_data.json,1,84.83412,68,207,2021-07-25 16:23:00.000,,2021-07-25 19:57:03.825,2021-07-25 19:50:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-25 19:50:00.000,00000000-0000-0000-0000-00007e935392,
,83.0,16,32,3,2,18,211,78,0,7,0,0,,1,44.0,,16.0,,,00000000-0000-0000-0000-000037875c03.extra_data.json,3,90.18692,78,211,2021-07-30 18:30:00.000,,2021-07-30 22:14:00.344,2021-07-30 22:00:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-30 22:00:00.000,00000000-0000-0000-0000-000037875c03,
,84.0,0,38,3,1,27,273,65,0,3,0,0,,1,41.0,,16.0,,,00000000-0000-0000-0000-00003f3d7ce1.extra_data.json,3,88.48921,68,273,2021-07-27 16:46:00.000,,2021-07-27 21:48:25.204,2021-07-27 21:18:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-27 21:18:00.000,00000000-0000-0000-0000-00003f3d7ce1,
,82.0,13,36,13,3,35,285,106,0,16,0,0,,1,46.0,,30.0,,,00000000-0000-0000-0000-00006d87c3a3.extra_data.json,3,87.676056,70,285,2021-07-15 17:15:00.000,,2021-07-15 22:10:03.033,2021-07-15 22:00:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-15 22:00:00.000,00000000-0000-0000-0000-00006d87c3a3,
,79.0,16,16,10,1,17,148,119,0,0,0,0,,1,31.0,,20.0,,,00000000-0000-0000-0000-00006e291a50.extra_data.json,2,88.51351,71,148,2021-07-28 18:20:00.000,,2021-07-28 23:31:04.241,2021-07-28 20:47:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-28 20:47:00.000,00000000-0000-0000-0000-00006e291a50,
,70.0,0,4,0,0,14,106,0,0,0,0,0,,1,14.0,,13.0,,,00000000-0000-0000-0000-000039991826.extra_data.json,0,86.79245,42,106,2021-08-01 21:07:00.000,,2021-08-02 05:36:17.706,2021-08-01 22:53:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-01 22:53:00.000,00000000-0000-0000-0000-000039991826,
,75.0,0,0,2,0,10,61,44,0,6,0,0,,1,6.0,,31.0,,,00000000-0000-0000-0000-0000646f405c.extra_data.json,1,68.42105,39,61,2021-07-30 00:01:00.000,,2021-07-30 01:20:01.347,2021-07-30 01:02:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-30 01:02:00.000,00000000-0000-0000-0000-0000646f405c,
,79.0,30,44,6,6,36,355,126,0,4,0,0,,1,57.0,,16.0,,,00000000-0000-0000-0000-000024acb371.extra_data.json,3,90.0,72,355,2021-07-17 17:53:00.000,,2021-07-18 00:33:03.555,2021-07-17 23:47:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-17 23:47:00.000,00000000-0000-0000-0000-000024acb371,
,77.0,0,17,10,3,29,176,74,0,14,2,0,,1,27.0,,38.0,,,00000000-0000-0000-0000-0000377d8812.extra_data.json,2,83.146065,53,178,2021-07-30 01:53:00.000,,2021-07-30 08:02:00.179,2021-07-30 04:50:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-30 04:50:00.000,00000000-0000-0000-0000-0000377d8812,
,75.0,0,16,10,0,18,159,69,0,11,0,0,,1,26.0,,33.0,,,00000000-0000-0000-0000-000071b929a5.extra_data.json,1,86.50307,55,159,2021-08-01 07:34:00.000,,2021-08-01 10:22:03.463,2021-08-01 10:13:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-01 10:13:00.000,00000000-0000-0000-0000-000071b929a5,
,70.0,0,0,0,0,6,74,0,0,4,3,0,,1,7.0,,14.0,,,00000000-0000-0000-0000-000012ffbbfd.extra_data.json,0,76.08696,32,77,2021-08-03 17:09:00.000,,2021-08-04 00:09:05.670,2021-08-03 18:25:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-03 18:25:00.000,00000000-0000-0000-0000-000012ffbbfd,
,59.0,25,25,4,6,18,77,44,1,13,0,0,,1,63.0,,49.0,,,00000000-0000-0000-0000-000023f29940.extra_data.json,1,72.83951,56,77,2021-07-22 09:51:00.000,,2021-07-22 11:13:58.914,2021-07-22 11:07:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-22 11:07:00.000,00000000-0000-0000-0000-000023f29940,
,68.0,26,26,4,7,26,181,57,1,12,1,0,,1,51.0,,28.0,,,00000000-0000-0000-0000-0000304839b1.extra_data.json,3,78.89447,58,182,2021-08-01 17:38:00.000,,2021-08-02 05:36:17.721,2021-08-01 20:40:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-01 20:40:00.000,00000000-0000-0000-0000-0000304839b1,
,74.0,0,21,3,6,23,243,70,1,3,0,0,,1,33.0,,15.0,,,00000000-0000-0000-0000-00006f9483ff.extra_data.json,4,90.16393,58,243,2021-08-02 16:55:00.000,,2021-08-02 21:03:41.254,2021-08-02 20:58:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-02 20:58:00.000,00000000-0000-0000-0000-00006f9483ff,
,70.0,0,2,0,0,8,70,0,0,3,1,0,,1,10.0,,16.0,,,00000000-0000-0000-0000-000044c336a8.extra_data.json,0,84.9315,39,71,2021-08-05 10:17:00.000,,2021-08-05 11:36:03.952,2021-08-05 11:27:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-05 11:27:00.000,00000000-0000-0000-0000-000044c336a8,
,70.0,0,6,0,0,4,61,0,0,3,3,0,,1,16.0,,11.0,,,00000000-0000-0000-0000-0000663ff924.extra_data.json,0,90.909096,45,64,2021-08-03 09:32:00.000,,2021-08-03 11:07:04.607,2021-08-03 10:35:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-03 10:35:00.000,00000000-0000-0000-0000-0000663ff924,
,75.0,14,16,3,0,5,68,47,0,0,0,0,,1,42.0,,14.0,,,00000000-0000-0000-0000-0000629e0c76.extra_data.json,1,81.818184,71,68,2021-07-24 09:54:00.000,,2021-07-24 11:28:13.046,2021-07-24 11:01:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-24 11:01:00.000,00000000-0000-0000-0000-0000629e0c76,
,51.0,0,0,0,4,8,95,81,2,7,0,0,,1,10.0,,16.0,,,00000000-0000-0000-0000-00003f60d232.extra_data.json,1,84.61539,41,95,2021-08-04 18:08:00.000,,2021-08-04 19:48:07.574,2021-08-04 19:43:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-04 19:43:00.000,00000000-0000-0000-0000-00003f60d232,
,79.0,19,24,17,6,50,276,149,0,27,0,0,,1,41.0,,39.0,,,00000000-0000-0000-0000-000047e45726.extra_data.json,3,81.884056,58,276,2021-08-07 07:58:00.000,,2021-08-07 12:43:00.054,2021-08-07 12:33:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-07 12:33:00.000,00000000-0000-0000-0000-000047e45726,
,70.0,0,0,0,0,16,90,0,0,11,0,0,,1,9.0,,30.0,,,00000000-0000-0000-0000-0000530a8537.extra_data.json,0,81.31868,31,90,2021-07-26 05:24:00.000,,2021-07-26 08:45:04.265,2021-07-26 06:53:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-26 06:53:00.000,00000000-0000-0000-0000-0000530a8537,
,75.0,0,15,9,0,15,129,46,0,5,0,0,,1,25.0,,35.0,,,00000000-0000-0000-0000-000000dff86e.extra_data.json,1,88.18897,53,129,2021-08-04 20:52:00.000,,2021-08-04 23:26:53.003,2021-08-04 23:00:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-04 23:00:00.000,00000000-0000-0000-0000-000000dff86e,
,75.0,0,0,1,0,15,110,49,0,5,0,0,,1,11.0,,20.0,,,00000000-0000-0000-0000-000031e7e018.extra_data.json,1,82.608696,44,110,2021-08-09 10:07:00.000,,2021-08-09 12:09:01.867,2021-08-09 11:56:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-09 11:56:00.000,00000000-0000-0000-0000-000031e7e018,
,81.0,0,6,3,4,53,350,107,0,23,2,0,,1,37.0,,25.0,,,00000000-0000-0000-0000-00000808e873.extra_data.json,3,84.90028,54,352,2021-08-06 17:13:00.000,,2021-08-07 00:03:03.877,2021-08-06 23:05:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-06 23:05:00.000,00000000-0000-0000-0000-00000808e873,
,70.0,0,0,0,0,13,91,0,0,7,0,0,,1,9.0,,22.0,,,00000000-0000-0000-0000-00003ab1908c.extra_data.json,0,73.83177,31,91,2021-07-10 17:03:00.000,,2021-07-10 19:42:55.330,2021-07-10 18:34:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-10 18:34:00.000,00000000-0000-0000-0000-00003ab1908c,
,70.0,0,0,0,0,11,62,0,0,0,0,0,,1,6.0,,18.0,,,00000000-0000-0000-0000-0000064988ee.extra_data.json,0,79.6875,37,62,2021-08-12 17:29:00.000,,2021-08-12 18:36:03.031,2021-08-12 18:30:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-12 18:30:00.000,00000000-0000-0000-0000-0000064988ee,
,77.0,22,29,18,3,35,160,91,0,18,0,0,,1,44.0,,53.0,,,00000000-0000-0000-0000-000033b6ab10.extra_data.json,2,76.78571,68,160,2021-08-09 01:56:00.000,,2021-08-09 04:40:03.214,2021-08-09 04:35:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-09 04:35:00.000,00000000-0000-0000-0000-000033b6ab10,
,71.0,27,36,12,4,31,241,108,1,16,2,0,,1,49.0,,31.0,,,00000000-0000-0000-0000-00007800a063.extra_data.json,3,82.06107,67,243,2021-07-28 23:09:00.000,,2021-07-29 03:50:06.854,2021-07-29 03:11:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-29 03:11:00.000,00000000-0000-0000-0000-00007800a063,
,61.0,0,9,2,9,17,127,49,1,7,0,0,,1,20.0,,23.0,,,00000000-0000-0000-0000-00001e875cc2.extra_data.json,2,85.27132,41,127,2021-08-15 09:32:00.000,,2021-08-15 11:44:12.510,2021-08-15 11:38:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-15 11:38:00.000,00000000-0000-0000-0000-00001e875cc2,
,75.0,12,29,9,0,20,198,130,0,7,0,0,,1,38.0,,21.0,,,00000000-0000-0000-0000-00002ee08012.extra_data.json,1,89.79591,63,198,2021-08-11 17:33:00.000,,2021-08-11 21:02:04.188,2021-08-11 20:50:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-11 20:50:00.000,00000000-0000-0000-0000-00002ee08012,
,76.0,19,43,14,4,29,235,149,0,16,0,0,,1,47.0,,29.0,,,00000000-0000-0000-0000-00000be26d14.extra_data.json,2,85.833336,63,235,2021-07-31 17:37:00.000,,2021-07-31 21:40:03.996,2021-07-31 21:31:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-31 21:31:00.000,00000000-0000-0000-0000-00000be26d14,
,79.0,23,32,17,1,29,255,107,0,10,0,0,,1,47.0,,31.0,,,00000000-0000-0000-0000-00002ab4be04.extra_data.json,2,88.46153,68,255,2021-07-12 16:07:00.000,,2021-07-12 22:02:03.385,2021-07-12 20:22:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-12 20:22:00.000,00000000-0000-0000-0000-00002ab4be04,
,82.0,24,24,12,3,28,206,60,0,10,0,0,,1,48.0,,38.0,,,00000000-0000-0000-0000-000053c1b961.extra_data.json,3,85.57692,73,206,2021-08-06 23:19:00.000,,2021-08-07 02:50:03.200,2021-08-07 02:44:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-07 02:44:00.000,00000000-0000-0000-0000-000053c1b961,
,70.0,0,11,0,0,11,66,0,0,3,0,0,,1,23.0,,21.0,,,00000000-0000-0000-0000-00007dcdae5a.extra_data.json,0,80.0,49,66,2021-08-17 08:20:00.000,,2021-08-17 10:48:03.270,2021-08-17 09:26:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-17 09:26:00.000,00000000-0000-0000-0000-00007dcdae5a,
,70.0,0,6,0,0,13,71,0,0,7,0,0,,1,16.0,,28.0,,,00000000-0000-0000-0000-00001f8f0d66.extra_data.json,0,81.69014,41,71,2021-08-14 07:33:00.000,,2021-08-14 10:42:04.132,2021-08-14 08:43:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-14 08:43:00.000,00000000-0000-0000-0000-00001f8f0d66,
,83.0,14,44,12,7,48,328,76,0,16,0,0,,1,54.0,,35.0,,,00000000-0000-0000-0000-00000b54328b.extra_data.json,4,85.029945,68,328,2021-08-01 23:04:00.000,,2021-08-02 05:36:17.686,2021-08-02 04:31:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-02 04:31:00.000,00000000-0000-0000-0000-00000b54328b,
,73.0,13,13,6,2,11,80,80,0,0,1,0,,1,31.0,,21.0,,,00000000-0000-0000-0000-000076ac38bb.extra_data.json,1,82.14286,75,81,2021-08-09 08:02:00.000,,2021-08-09 09:46:02.219,2021-08-09 09:23:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-09 09:23:00.000,00000000-0000-0000-0000-000076ac38bb,
,64.0,0,12,2,6,20,204,57,1,6,0,0,,1,26.0,,16.0,,,00000000-0000-0000-0000-000068c69806.extra_data.json,2,90.196075,45,204,2021-08-03 19:35:00.000,,2021-08-04 00:09:05.653,2021-08-03 22:58:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-03 22:58:00.000,00000000-0000-0000-0000-000068c69806,
,78.0,29,41,19,2,38,237,117,0,17,1,0,,1,51.0,,39.0,,,00000000-0000-0000-0000-0000695607bc.extra_data.json,2,81.55737,68,238,2021-08-18 19:05:00.000,,2021-08-18 23:13:03.902,2021-08-18 23:03:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-18 23:03:00.000,00000000-0000-0000-0000-0000695607bc,
,62.0,15,39,6,8,47,246,59,1,19,0,0,,1,51.0,,37.0,,,00000000-0000-0000-0000-00007e459b46.extra_data.json,2,79.91968,56,246,2021-07-15 23:20:00.000,,2021-07-16 03:52:11.790,2021-07-16 03:26:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-16 03:26:00.000,00000000-0000-0000-0000-00007e459b46,
,70.0,0,0,0,0,13,81,0,0,4,0,0,,1,8.0,,21.0,,,00000000-0000-0000-0000-000030313888.extra_data.json,0,80.952385,34,81,2021-08-16 15:53:00.000,,2021-08-16 17:19:02.038,2021-08-16 17:13:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-16 17:13:00.000,00000000-0000-0000-0000-000030313888,
,78.0,5,20,2,2,14,138,48,0,3,0,0,,1,32.0,,16.0,,,00000000-0000-0000-0000-0000691ca35e.extra_data.json,2,89.70589,64,138,2021-08-12 03:11:00.000,,2021-08-12 05:34:03.897,2021-08-12 05:28:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-12 05:28:00.000,00000000-0000-0000-0000-0000691ca35e,
,74.0,0,0,1,1,2,98,98,0,0,0,0,,1,10.0,,3.0,,,00000000-0000-0000-0000-00006645f2cd.extra_data.json,1,94.067795,54,98,2021-08-05 16:25:00.000,,2021-08-05 18:14:03.409,2021-08-05 18:03:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-05 18:03:00.000,00000000-0000-0000-0000-00006645f2cd,
,79.0,11,11,4,6,19,235,53,0,0,2,0,,1,36.0,,16.0,,,00000000-0000-0000-0000-00003533f595.extra_data.json,3,91.489365,61,237,2021-08-20 18:04:00.000,,2021-08-20 22:24:02.555,2021-08-20 22:00:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-20 22:00:00.000,00000000-0000-0000-0000-00003533f595,
,67.0,13,13,14,3,44,265,133,1,22,3,0,,1,35.0,,35.0,,,00000000-0000-0000-0000-00002a6d9de4.extra_data.json,2,83.0827,50,268,2021-08-14 17:32:00.000,,2021-08-14 22:07:03.224,2021-08-14 22:00:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-14 22:00:00.000,00000000-0000-0000-0000-00002a6d9de4,
,73.0,42,42,3,7,23,230,125,0,10,0,0,,1,55.0,,17.0,,,00000000-0000-0000-0000-000022a4b8be.extra_data.json,2,89.61039,67,230,2021-08-18 07:21:00.000,,2021-08-18 11:14:03.637,2021-08-18 11:11:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-08-18 11:11:00.000,00000000-0000-0000-0000-000022a4b8be,
,71.0,71,94,20,14,71,531,228,1,18,0,0,,1,83.0,,26.0,,,00000000-0000-0000-0000-00000d1a0414.extra_data.json,5,86.95652,79,531,2021-07-18 17:50:00.000,,2021-07-19 02:43:05.311,2021-07-19 02:40:00.000,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-19 02:40:00.000,00000000-0000-0000-0000-00000d1a0414,
