com.samsung.health.food_intake,6196009,4
start_time,amount,custom,update_time,create_time,meal_type,name,unit,calorie,time_offset,deviceuuid,comment,pkg_name,datauuid,food_info_id
2021-07-08 06:13:05.178,1.0,,2021-07-08 06:14:02.327,2021-07-08 06:14:02.327,100002,오징어덮밥,120001,446.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,4d4199b1-a08b-42e3-871f-75de3e26ce88,f218c6b0-2a3a-4ae2-a730-0a5379335d2f,
2021-07-08 12:13:29.128,1.0,,2021-07-08 12:22:25.595,2021-07-08 12:22:25.595,100003,떠먹는 불가리스(딸기)(불가리스),120001,90.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,fb265c84-19cd-4112-a80d-034ed23a9d04,44b0948c-5a99-4675-9ce2-23d598841cae,
2021-07-08 06:13:05.178,1.0,,2021-07-08 06:14:02.330,2021-07-08 06:14:02.330,100002,배추김치,120001,10.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,fd3e3b97-f35e-460e-b345-4ca62c8f10c8,dffdc3df-d3aa-4ba0-b6b1-ccd233542006,
2021-07-08 12:13:29.128,1.0,,2021-07-08 12:22:25.597,2021-07-08 12:22:25.597,100003,옛날 당면(오뚜기),120001,90.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,eba3cd8c-4eda-49e2-b9e9-bed8dfdba34b,8a10f227-eabe-4530-b6d5-fe0a68642720,
2021-07-08 15:50:34.945,1.0,,2021-07-09 14:57:11.850,2021-07-09 06:15:58.904,100002,단무지,120001,5.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,b82ad914-2297-4c57-872e-932a2b82382c,397c7e3a-fb59-4a1c-80a9-9871ffff3710,
2021-07-08 15:06:58.277,1.0,,2021-07-09 12:18:19.799,2021-07-09 12:18:19.799,100006,블랙커피(UCC),120001,5.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,a4270afe-b6c7-4852-95e7-7cedac195443,21de181e-a8c6-404c-b3e8-801e00fd893b,
2021-07-10 04:17:07.830,1.0,,2021-07-10 06:41:33.498,2021-07-10 06:41:33.498,100002,콩나물국,120001,41.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,790aac2c-91a0-4030-8d55-f44f527a0ff9,649eea9f-52b5-4030-8ed7-f0bc62c1c079,
2021-07-08 15:50:34.945,1.0,,2021-07-09 14:57:11.839,2021-07-09 06:15:58.903,100002,계란후라이,120001,89.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,9a419505-e7f7-40dc-b384-b05e924fe032,a2eb1c62-6c20-4a81-b265-35429a8f4400,
2021-07-10 10:15:35.552,1.0,,2021-07-10 12:05:34.931,2021-07-10 12:05:34.931,100003,오뎅볶음,120001,249.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,bc1e7c7f-0a20-4cc2-b7e3-f686ba991f21,82e69a98-5f7a-42eb-b078-9de6cb22ff92,
2021-07-11 04:30:00.000,1.0,,2021-07-11 09:27:34.212,2021-07-11 09:27:34.212,100002,비타파워(롯데),120001,24.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,133b8b5a-01bf-495b-8115-b533649e4d35,5f695281-b1ac-44e3-a50b-af90811f10cb,
2021-07-09 12:11:50.717,1.0,,2021-07-09 12:16:15.712,2021-07-09 12:16:15.712,100003,우리쌀밥 한공기(노브랜드),120001,315.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,ea65ec35-3338-4cb3-9f40-07935c33ce8d,7c542184-cefa-4204-9d97-f6e504c3e617,
2021-07-12 04:12:21.461,1.0,,2021-07-12 04:36:39.489,2021-07-12 04:34:34.528,100002,비빔밥,120001,586.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,17114078-c692-4f77-92eb-04fe16c5d9fa,04e8ea18-fc9f-4d3a-a621-7abf609e3be8,
2021-07-10 04:17:07.830,1.0,,2021-07-10 06:41:33.498,2021-07-10 06:41:33.498,100002,단무지무침,120001,25.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,21763378-979d-47fe-bd72-bedf3e9f9c44,225f0a46-276d-42ab-82a0-11fc0bf5d722,
2021-07-12 11:06:00.000,2.0,,2021-07-12 14:12:31.189,2021-07-12 14:12:31.189,100003,밥,120001,600.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,a47fa2a2-b8cd-4ad4-9c74-509dd065ef3b,d52e2c7b-0668-44dc-ad49-0bda9e6b2d50,
2021-07-13 03:05:04.754,1.0,,2021-07-13 03:07:00.074,2021-07-13 03:07:00.074,100002,단무지무침,120001,25.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,dcf80b95-f689-470f-8d2d-537cc72615f7,225f0a46-276d-42ab-82a0-11fc0bf5d722,
2021-07-10 10:15:35.552,1.0,,2021-07-10 12:05:34.931,2021-07-10 12:05:34.931,100003,콩나물무침,120001,38.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,bff1ac89-1ec5-4e05-b423-76fa49d2cb9b,066977ac-8640-4eda-bdcb-7ac0c048058e,
2021-07-13 11:35:15.045,1.0,,2021-07-13 12:19:25.955,2021-07-13 12:18:53.250,100003,오뎅볶음,120001,249.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,5c9ef5eb-57cc-40f6-ba94-1cf55a40d0c0,82e69a98-5f7a-42eb-b078-9de6cb22ff92,
2021-07-14 03:42:00.000,100.0,,2021-07-14 09:46:22.316,2021-07-14 09:46:22.316,100002,양파,120001,42.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,b908c1eb-b1d6-4f78-aa1c-49f69c9ac52d,a42529b8-3f9e-481a-a632-93d3591ef7b0,
2021-07-11 04:30:00.000,1.0,,2021-07-11 09:27:34.282,2021-07-11 09:24:34.100,100002,물냉면,120001,383.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,fb75681f-14c1-4cdd-a274-2383759af5a0,06293b3d-2659-4164-a925-0f06978767ad,
2021-07-14 12:00:00.000,1.0,,2021-07-14 14:40:08.185,2021-07-14 14:40:08.185,100003,캔커피,120001,64.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,226f7cdf-5c3c-4f0f-9773-0786aaba610d,aab4a70d-52d4-46a1-85a0-76e47f7b8b28,
2021-07-11 23:00:00.000,0.0,,2021-07-12 04:33:19.099,2021-07-12 04:33:19.099,100001,,-1,0.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,d93147d7-6dd7-481d-ae7b-5b55aa690a3b,meal_skipped,
2021-07-08 06:13:05.178,1.0,,2021-07-08 06:14:02.332,2021-07-08 06:14:02.332,100002,단무지,120001,2.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,b995eb7d-0c93-4997-89cd-df9e17c9f623,855001bd-a628-4b23-b0a5-7801b772cd76,
2021-07-15 11:35:00.000,1.0,,2021-07-15 14:49:23.062,2021-07-15 14:47:30.357,100003,순대국밥,120001,360.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,1fb6507b-7b87-4ee5-81ef-7a6d797df4e3,5e8fa093-3720-48b1-b341-18e4769715b2,
2021-07-08 15:06:58.277,1.5,,2021-07-09 06:19:50.078,2021-07-08 15:07:34.379,100006,비타파워(롯데),120001,36.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,c424210f-f438-485e-b16c-ef8e7d71d79a,5f695281-b1ac-44e3-a50b-af90811f10cb,
2021-07-16 04:07:46.135,100.0,,2021-07-16 04:58:10.275,2021-07-16 04:56:52.186,100002,동치미,120001,18.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,9df8a295-8a38-4f99-9b6d-eb7c06793dec,7bfe62a1-5c8e-443c-a78a-b5819b37d7da,
2021-07-08 15:50:34.945,1.0,,2021-07-09 14:57:11.862,2021-07-09 06:15:58.904,100002,배추김치,120001,8.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,34af0137-656b-4f4f-929c-7936c775395f,77972642-9625-4c4d-8cb7-2e827372efe5,
2021-07-16 23:00:00.000,0.0,,2021-07-17 05:49:14.189,2021-07-17 05:49:14.189,100001,,-1,0.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,fecec71d-f0cd-4481-90e1-b2601be4a3cb,meal_skipped,
2021-07-09 12:11:50.717,1.0,,2021-07-09 14:55:59.189,2021-07-09 14:55:59.189,100003,캔커피,120001,64.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,f7a2132b-f59f-4637-b3a0-e173809b259c,aab4a70d-52d4-46a1-85a0-76e47f7b8b28,
2021-07-17 04:09:16.188,1.0,,2021-07-17 05:52:09.796,2021-07-17 05:52:09.796,100002,레쓰비 마일드 커피(롯데칠성음료),120001,45.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,8b2139dd-d8ae-493f-bf2e-ee44340d8922,0547ca8c-6b01-4fda-8b03-75019c006cd7,
2021-07-10 04:17:07.830,1.0,,2021-07-10 06:45:10.302,2021-07-10 06:45:10.302,100002,양파장아찌,120001,18.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,a9f7048c-05e1-41e8-adcd-59b9dd8cfd91,7c4b8896-a984-46f5-8738-738619ded25e,
2021-07-18 03:17:11.672,1.0,,2021-07-18 03:42:42.871,2021-07-18 03:42:06.007,100002,열무김치,120001,12.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,cfbb58b4-c6f8-44b6-89c1-77f195b3a6fe,41994c1f-daae-43fe-8b9a-06393cf8bc3c,
2021-07-10 10:15:35.552,1.0,,2021-07-10 12:05:34.932,2021-07-10 12:05:34.932,100003,사이다 (190ml)(칠성),120001,85.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,58116a37-6896-4971-8e5c-3de50ca265a0,6489df46-6db8-4187-8bd3-cc7ae73193fd,
2021-07-18 10:18:00.000,1.0,,2021-07-18 13:58:09.887,2021-07-18 13:58:09.887,100003,카스테라,120001,160.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,c28de28b-68e9-447c-b25e-4755f51874aa,50160aee-8638-486d-b3cd-973f7a5b9441,
2021-07-19 12:06:35.485,250.0,,2021-07-19 14:08:41.466,2021-07-19 05:40:04.144,100003,표고버섯,120001,95.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,00cf9537-fabc-4f90-8276-127967d43b8d,80702a4e-809d-442e-89c9-604e5759a61a,
2021-07-11 04:30:00.000,1.0,,2021-07-11 09:27:34.213,2021-07-11 09:27:34.213,100002,떠먹는 불가리스(딸기)(불가리스),120001,90.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,2135b764-cd28-4425-bdae-9e7071a54113,44b0948c-5a99-4675-9ce2-23d598841cae,
2021-07-20 04:13:28.132,1.0,,2021-07-20 04:16:55.199,2021-07-20 04:16:55.199,100002,단무지무침,120001,25.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,d8f0ed50-2e58-4cb2-8b13-947e0faaaee9,225f0a46-276d-42ab-82a0-11fc0bf5d722,
2021-07-12 04:12:21.461,1.0,,2021-07-12 04:36:39.434,2021-07-12 04:36:39.434,100002,비타파워(롯데),120001,24.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,ee037127-8791-4249-a129-340c7a900361,5f695281-b1ac-44e3-a50b-af90811f10cb,
2021-07-12 11:06:00.000,1.0,,2021-07-12 14:12:31.189,2021-07-12 14:12:31.189,100003,돼지고기볶음,120001,320.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,8adf29ed-4c10-435f-9d91-48bdf6f41f4e,d3b1cbe8-deb6-4660-9979-ae1282c1ec62,
2021-07-12 11:06:00.000,0.0,,2021-07-12 14:12:30.901,2021-07-12 14:12:30.901,100003,,-1,0.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,8e0b39bd-f5d6-4e99-968b-ec241e7b2f79,meal_removed,
2021-07-20 14:49:41.376,1.0,,2021-07-20 14:50:54.957,2021-07-20 14:50:54.957,100006,커피우유(서울우유),120001,190.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,28431750-f7e2-4431-b186-e90a789a3cfe,c348b2e6-1b2d-49fe-a768-341d45f14bf0,
2021-07-13 03:05:04.754,1.0,,2021-07-13 03:07:00.074,2021-07-13 03:07:00.074,100002,배추김치,120001,8.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,1380ca62-74fb-4ab3-903c-65146d97b772,77972642-9625-4c4d-8cb7-2e827372efe5,
2021-07-07 23:00:00.000,0.0,,2021-07-08 10:51:36.970,2021-07-08 10:51:36.970,100001,,-1,0.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,6ffb0dd4-6a33-4795-83b8-7fc54ff53635,meal_skipped,
2021-07-21 12:03:00.000,1.0,,2021-07-21 14:15:12.916,2021-07-21 14:12:55.836,100003,밥,120001,300.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,47ba17fc-36ff-4e40-b0d7-673cd78ff728,d52e2c7b-0668-44dc-ad49-0bda9e6b2d50,
2021-07-13 11:35:15.045,1.0,,2021-07-13 12:19:25.968,2021-07-13 12:18:53.251,100003,밥,120001,300.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,113a8fb0-fd2e-4b7b-b54f-20626d4f33be,d52e2c7b-0668-44dc-ad49-0bda9e6b2d50,
2021-07-08 23:00:00.000,0.0,,2021-07-09 06:09:31.200,2021-07-09 06:09:31.200,100001,,-1,0.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,f3e11545-d7c1-496a-9cd4-c2624bd4104a,meal_skipped,
2021-07-22 02:48:00.000,2.0,,2021-07-22 08:54:16.464,2021-07-22 08:53:02.176,100002,찐감자,120001,220.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,d6332255-bc97-48be-b2e3-8c7077df9b53,1ea7209b-f6b5-4541-930a-25482373fc66,
2021-07-13 03:05:04.754,1.0,,2021-07-13 03:05:22.192,2021-07-13 03:05:22.192,100002,짬뽕,120001,764.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,c5519b73-d2f0-4903-b3b0-4eee6878595b,9710a50a-2ff4-487c-99aa-9790a4eb8520,
2021-07-09 12:11:50.717,1.0,,2021-07-09 12:12:34.464,2021-07-09 12:12:34.464,100003,소고기육개장(노브랜드),120001,110.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,163111bd-ac85-46f1-b651-095b9428653e,2d01348a-6c3b-4399-826a-9505e3b3bb62,
2021-07-14 07:20:24.900,1.0,,2021-07-14 09:48:01.297,2021-07-14 09:46:41.168,100006,치킨,120001,249.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,2c4b3013-e647-4f0c-9327-087e8555100e,9feafaa6-3ada-49b4-b84e-f3519bd06b24,
2021-07-22 23:00:00.000,0.0,,2021-07-23 04:12:51.065,2021-07-23 04:12:51.065,100001,,-1,0.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,bbfcb5a4-5534-4c98-9dc9-8fa168efa43c,meal_skipped,
2021-07-14 12:00:00.000,1.0,,2021-07-14 14:42:53.865,2021-07-14 14:42:53.865,100003,떠먹는 불가리스(딸기)(불가리스),120001,90.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,7155571e-73ac-407c-918c-4213009379ee,44b0948c-5a99-4675-9ce2-23d598841cae,
2021-07-09 15:09:58.337,1.0,,2021-07-10 14:51:00.790,2021-07-09 15:13:08.853,100006,비타파워(롯데),120001,24.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,aeee4985-a4c9-4c24-857e-8a1bef220e7a,5f695281-b1ac-44e3-a50b-af90811f10cb,
2021-07-23 11:15:00.000,1.0,,2021-07-23 13:20:12.533,2021-07-23 13:18:57.263,100003,돼지고기볶음,120001,320.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,74b34b3d-eaf6-41b6-952c-92cc87569396,d3b1cbe8-deb6-4660-9979-ae1282c1ec62,
2021-07-13 11:35:15.045,1.0,,2021-07-13 12:19:25.937,2021-07-13 12:16:37.434,100003,돼지고기김치찌개,120001,128.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,9374e1f7-174f-48ac-9977-7b3ab651261c,303aca07-9c20-4bb3-8bf8-54d14cb90971,
2021-07-10 04:17:07.830,1.0,,2021-07-10 06:47:40.373,2021-07-10 06:47:40.373,100002,계란후라이,120001,89.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,e7db08b6-568b-476a-9944-2206318deab2,a2eb1c62-6c20-4a81-b265-35429a8f4400,
2021-07-15 11:35:00.000,1.0,,2021-07-15 14:49:23.078,2021-07-15 14:48:50.662,100003,순대,120001,269.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,0ae632fa-7004-4c78-9880-b58a6e24d632,3c2bdc94-dcfb-402b-9ac1-1b4df4450578,
2021-07-24 04:08:20.535,1.0,,2021-07-24 05:31:05.125,2021-07-24 05:31:05.125,100002,배추김치,120001,8.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,1d5fcaa4-7a6d-4f6f-9466-b64e979170c7,77972642-9625-4c4d-8cb7-2e827372efe5,
2021-07-24 23:00:00.000,0.0,,2021-07-25 05:20:43.757,2021-07-25 05:20:43.757,100001,,-1,0.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,29fa9b59-03f3-417b-90c7-469a5b78deaf,meal_skipped,
2021-07-16 04:07:46.135,1.0,,2021-07-16 04:58:10.286,2021-07-16 04:57:35.705,100002,레쓰비 마일드 커피(롯데칠성음료),120001,45.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,c4a7720d-fadb-4256-9339-46f1460edf5a,0547ca8c-6b01-4fda-8b03-75019c006cd7,
2021-07-14 03:42:00.000,1.0,,2021-07-14 09:46:22.316,2021-07-14 09:46:22.316,100002,3분 카레(오뚜기),120001,170.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,11d06b93-b370-46f1-9e97-e5af2edab12e,c1fc5a71-5c48-4ae0-9a86-4e3159083137,
2021-07-25 11:23:59.195,1.0,,2021-07-25 11:49:14.736,2021-07-25 11:49:14.736,100003,밥,120001,300.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,33b81403-6d94-49f0-bea9-2526e454021a,d52e2c7b-0668-44dc-ad49-0bda9e6b2d50,
2021-07-09 15:09:58.337,1.0,,2021-07-10 14:51:00.726,2021-07-10 14:51:00.726,100006,블랙커피(UCC),120001,5.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,ffde4df0-94aa-4442-8ba2-8b4a4346f161,21de181e-a8c6-404c-b3e8-801e00fd893b,
2021-07-17 04:09:16.188,1.0,,2021-07-17 05:52:09.874,2021-07-17 05:49:43.059,100002,생선 구이,120001,123.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,cfa937bb-09b6-4d3d-9a47-85da457b804a,d1cc3f47-2c1b-4567-8972-9a623c5305fb,
2021-07-26 12:39:38.364,2.0,,2021-07-26 12:40:43.826,2021-07-26 12:40:43.826,100003,밥,120001,600.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,486bfd29-b128-40bc-8993-415e7da4532f,d52e2c7b-0668-44dc-ad49-0bda9e6b2d50,
2021-07-14 12:00:00.000,1.0,,2021-07-14 14:40:08.184,2021-07-14 14:40:08.184,100003,콩나물국,120001,41.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,3bad2ffa-7d53-4fe2-9561-0d3a8653d6d5,649eea9f-52b5-4030-8ed7-f0bc62c1c079,
2021-07-17 11:17:53.364,1.0,,2021-07-17 11:18:17.949,2021-07-17 11:18:17.949,100003,동치미 물냉면(종가집),120001,432.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,428d1a2e-0270-4fb7-9bf9-8c66a678447d,cf36fb5e-d8ff-4776-8338-3f8afd56d76c,
2021-07-11 12:06:30.296,1.0,,2021-07-11 13:00:23.879,2021-07-11 12:58:26.060,100003,누룽지 닭백숙죽(비비고),120001,155.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,657e16cb-6d23-4bc3-b9c2-c436afeb92fd,4129a354-45af-431f-baef-aa4dcd7b41ff,
2021-07-27 11:45:14.377,1.0,,2021-07-27 11:46:30.925,2021-07-27 11:46:30.925,100003,밥,120001,300.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,fbdc3f60-0448-4d54-aaf6-95df32bd0d62,d52e2c7b-0668-44dc-ad49-0bda9e6b2d50,
2021-07-15 03:08:00.000,1.0,,2021-07-15 14:47:04.168,2021-07-15 14:47:04.168,100002,콩나물국,120001,41.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,81200699-0327-4e82-8109-e3bdb6adf954,649eea9f-52b5-4030-8ed7-f0bc62c1c079,
2021-07-18 03:17:11.672,100.0,,2021-07-18 03:42:42.883,2021-07-18 03:42:06.007,100002,동치미,120001,18.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,4c771c0d-f5eb-4c61-81a3-b660c6d53fd7,7bfe62a1-5c8e-443c-a78a-b5819b37d7da,
2021-07-12 04:12:21.461,1.0,,2021-07-12 04:36:39.435,2021-07-12 04:36:39.435,100002,열무김치,120001,12.0,UTC+0900,QyB8D3zs1J,,com.sec.android.app.shealth,18ffa185-06b7-4efc-89c0-26e2b91345d1,41994c1f-daae-43fe-8b9a-06393cf8bc3c,
