com.samsung.shealth.stress,6196009,7
start_time,custom,binning_data,tag_id,update_time,create_time,max,min,score,algorithm,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
2021-07-12 15:23:18.000,,,10000,2021-07-12 15:23:18.000,2021-07-12 15:23:18.000,1.0,0.0,1.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-12 15:23:18.000,d970e78b-2383-f011-8da1-0d8a0aa3c618,
2021-07-15 02:30:08.000,,,10000,2021-07-15 02:30:08.000,2021-07-15 02:30:08.000,99.0,0.0,4.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-15 02:30:08.000,f3b6c25d-55c1-7f4c-80c0-086d2703199a,
2021-07-16 11:00:00.000,,9c3e8cfd-6663-2d26-67a3-8e649174f231.binning_data.json,10011,2021-07-16 11:26:58.000,2021-07-16 11:00:58.000,57.0,0.0,13.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-16 11:26:58.000,9c3e8cfd-6663-2d26-67a3-8e649174f231,
2021-07-12 22:06:28.000,,,10000,2021-07-12 22:06:28.000,2021-07-12 22:06:28.000,99.0,0.0,99.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-12 22:06:28.000,3b75dc79-f5b4-f261-eff0-81128a8dae70,
2021-07-16 04:54:34.000,,,10000,2021-07-16 04:54:34.000,2021-07-16 04:54:34.000,99.0,0.0,9.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-16 04:54:34.000,42f29a6e-9249-182f-7812-18190060ecc5,
2021-07-16 17:00:00.000,,bc813066-3192-240c-ffe0-1ff4a3aa20c3.binning_data.json,10011,2021-07-16 17:22:58.000,2021-07-16 17:22:58.000,17.0,0.0,0.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-16 17:22:58.000,bc813066-3192-240c-ffe0-1ff4a3aa20c3,
2021-07-16 12:00:00.000,,8c76af16-bd3c-845e-9aa1-f2a219edf6bd.binning_data.json,10011,2021-07-16 12:59:58.000,2021-07-16 12:19:58.000,100.0,0.0,39.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-16 12:59:58.000,8c76af16-bd3c-845e-9aa1-f2a219edf6bd,
2021-07-17 07:00:00.000,,0b401abb-9a85-f56d-7661-dbb679e4a3ce.binning_data.json,10011,2021-07-17 07:59:58.000,2021-07-17 07:06:58.000,50.0,0.0,7.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-17 07:59:58.000,0b401abb-9a85-f56d-7661-dbb679e4a3ce,
2021-07-16 23:00:00.000,,ef805c44-1053-a81e-17b3-7ecf39cc624a.binning_data.json,10011,2021-07-16 23:52:58.000,2021-07-16 23:19:58.000,67.0,0.0,0.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-16 23:52:58.000,ef805c44-1053-a81e-17b3-7ecf39cc624a,
2021-07-17 12:00:00.000,,df12953a-808e-9efd-9d7f-9ffd0173c49c.binning_data.json,10011,2021-07-17 12:53:58.000,2021-07-17 12:17:58.000,100.0,0.0,0.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-17 12:53:58.000,df12953a-808e-9efd-9d7f-9ffd0173c49c,
2021-07-13 03:55:55.000,,,10000,2021-07-13 03:55:55.000,2021-07-13 03:55:55.000,99.0,0.0,72.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-13 03:55:55.000,ccd5471f-c13a-8961-df2f-adfa883140a5,
2021-07-17 06:00:00.000,,4a996f01-24fc-7c9c-e7bb-22725d50c70b.binning_data.json,10011,2021-07-17 06:59:58.000,2021-07-17 06:59:58.000,48.0,0.0,8.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-17 06:59:58.000,4a996f01-24fc-7c9c-e7bb-22725d50c70b,
2021-07-13 12:21:21.000,,,10000,2021-07-13 12:21:21.000,2021-07-13 12:21:21.000,99.0,0.0,80.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-13 12:21:21.000,d97a59e7-3ccb-d3db-92d5-cefeaebd1119,
2021-07-17 18:00:00.000,,a8b16599-bc5f-8614-332f-cf94224d35d9.binning_data.json,10011,2021-07-17 18:09:58.000,2021-07-17 18:09:58.000,5.0,0.0,0.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-17 18:09:58.000,a8b16599-bc5f-8614-332f-cf94224d35d9,
2021-07-16 07:00:00.000,,6db2829f-6f38-3046-251b-1f70e527abd9.binning_data.json,10011,2021-07-16 07:59:58.000,2021-07-16 07:47:58.000,21.0,0.0,9.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-16 07:59:58.000,6db2829f-6f38-3046-251b-1f70e527abd9,
2021-07-17 13:00:00.000,,0aadd35d-579e-c348-cd62-9ec782ecb1fc.binning_data.json,10011,2021-07-17 13:59:58.000,2021-07-17 13:18:58.000,48.0,0.0,21.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-17 13:59:58.000,0aadd35d-579e-c348-cd62-9ec782ecb1fc,
2021-07-16 13:00:00.000,,a4f81750-5841-3215-5454-0c54b7898137.binning_data.json,10011,2021-07-16 13:59:58.000,2021-07-16 13:06:58.000,100.0,0.0,27.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-16 13:59:58.000,a4f81750-5841-3215-5454-0c54b7898137,
2021-07-18 05:00:00.000,,ba24f6d5-3eb5-ab32-c77a-40057cc541d3.binning_data.json,10011,2021-07-18 05:59:58.000,2021-07-18 05:05:58.000,45.0,0.0,9.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-18 05:59:58.000,ba24f6d5-3eb5-ab32-c77a-40057cc541d3,
2021-07-18 00:00:00.000,,b9b15cbd-7b3c-051e-b71c-350f4e2127fd.binning_data.json,10011,2021-07-18 00:59:58.000,2021-07-18 00:06:58.000,12.0,0.0,7.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-18 00:59:58.000,b9b15cbd-7b3c-051e-b71c-350f4e2127fd,
2021-07-16 08:00:00.000,,c07c9857-6b14-ed74-a8d7-1109bc485995.binning_data.json,10011,2021-07-16 08:54:58.000,2021-07-16 08:27:58.000,19.0,0.0,5.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-16 08:54:58.000,c07c9857-6b14-ed74-a8d7-1109bc485995,
2021-07-17 00:00:00.000,,bc9b6226-020c-427f-e338-72c318a717e6.binning_data.json,10011,2021-07-17 00:27:58.000,2021-07-17 00:27:58.000,12.0,0.0,0.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-17 00:27:58.000,bc9b6226-020c-427f-e338-72c318a717e6,
2021-07-18 06:00:00.000,,01e628e9-ae86-bef5-f5c1-51319362cb61.binning_data.json,10011,2021-07-18 06:58:58.000,2021-07-18 06:44:58.000,65.0,0.0,0.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-18 06:58:58.000,01e628e9-ae86-bef5-f5c1-51319362cb61,
2021-07-18 11:00:00.000,,cd524f63-2045-aa24-a4bc-fc4cbe72b1c2.binning_data.json,10011,2021-07-18 11:57:58.000,2021-07-18 11:57:58.000,100.0,0.0,0.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-18 11:57:58.000,cd524f63-2045-aa24-a4bc-fc4cbe72b1c2,
2021-07-18 18:00:00.000,,6b37652e-4b57-b88b-c6e8-238113be7b22.binning_data.json,10011,2021-07-18 18:08:58.000,2021-07-18 18:08:58.000,12.0,0.0,0.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-18 18:08:58.000,6b37652e-4b57-b88b-c6e8-238113be7b22,
2021-07-18 12:00:00.000,,40825fd4-e294-3468-1bca-1bfe9fb5c574.binning_data.json,10011,2021-07-18 12:59:58.000,2021-07-18 12:23:58.000,99.0,0.0,32.0,1,UTC+0900,3IGv5P20p2,,com.sec.android.app.shealth,2021-07-18 12:59:58.000,40825fd4-e294-3468-1bca-1bfe9fb5c574,
