com.samsung.shealth.tracker.heart_rate,6200039,3
source,tag_id,com.samsung.health.heart_rate.heart_beat_count,com.samsung.health.heart_rate.start_time,com.samsung.health.heart_rate.custom,com.samsung.health.heart_rate.binning_data,com.samsung.health.heart_rate.update_time,com.samsung.health.heart_rate.create_time,com.samsung.health.heart_rate.max,com.samsung.health.heart_rate.min,com.samsung.health.heart_rate.time_offset,com.samsung.health.heart_rate.deviceuuid,com.samsung.health.heart_rate.comment,com.samsung.health.heart_rate.pkg_name,com.samsung.health.heart_rate.end_time,com.samsung.health.heart_rate.datauuid,com.samsung.health.heart_rate.heart_rate
,20000,1,2021-07-13 09:30:59.000,,,2021-07-13 09:30:59.000,2021-07-13 09:30:59.000,80.0,50.0,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 09:30:59.000,53469996-d32f-4a1e-6f33-3c36ce814e05,80.0,
,20000,1,2021-07-13 09:00:59.000,,,2021-07-13 09:00:59.000,2021-07-13 09:00:59.000,61.0,50.0,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 09:00:59.000,bd134bde-9276-cf6a-951e-97949ce637cd,61.0,
,20000,1,2021-07-13 16:00:59.000,,,2021-07-13 16:00:59.000,2021-07-13 16:00:59.000,45.0,44.0,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 16:00:59.000,8c2d1f2f-2ee4-dfd6-bf9f-12659c1092e5,45.0,
,20000,1,2021-07-13 15:30:59.000,,,2021-07-13 15:30:59.000,2021-07-13 15:30:59.000,45.0,44.0,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 15:30:59.000,530bc0b0-f4e8-7530-a70f-3be4e031f7fc,45.0,
,20000,1,2021-07-13 19:00:59.000,,,2021-07-13 19:00:59.000,2021-07-13 19:00:59.000,48.0,40.0,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 19:00:59.000,681aa829-ccc8-ce68-b5fe-b455dd1f02ba,40.0,
,20000,1,2021-07-13 22:00:59.000,,,2021-07-13 22:00:59.000,2021-07-13 22:00:59.000,57.0,40.0,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 22:00:59.000,4547e932-0990-12e1-3263-4c21bb1f044f,40.0,
,20000,1,2021-07-14 02:30:59.000,,,2021-07-14 02:30:59.000,2021-07-14 02:30:59.000,87.0,40.0,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-14 02:30:59.000,eb9a306e-f31e-7e78-204f-89f3acfdf044,85.0,
,20000,1,2021-07-14 06:30:59.000,,,2021-07-14 06:30:59.000,2021-07-14 06:30:59.000,92.0,40.0,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-14 06:30:59.000,87170a88-4a82-7c48-8757-4b3ea4c96962,92.0,
,20000,1,2021-07-14 13:00:59.000,,,2021-07-14 13:00:59.000,2021-07-14 13:00:59.000,99.0,40.0,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-14 13:00:59.000,20dd9bfa-bc78-eb0c-5db6-6ccd08033062,81.0,
,20000,1,2021-07-14 16:00:59.000,,,2021-07-14 16:00:59.000,2021-07-14 16:00:59.000,46.0,40.0,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-14 16:00:59.000,290ac503-a805-688c-db64-f006ed76cf6a,40.0,
